,titulo,autor,disp,editora 
349,Um Mais Um,Jojo Moyes,/DISPONIVEL,Intrínseca 
350,Frantumaglia,Elena Ferrante,/DISPONIVEL,Intrínseca 
351,Os Piores Pirralhos do Mundo,David Walliams,/DISPONIVEL,Intrínseca 
352,Leonardo da Vinci,Walter Isaacson,/DISPONIVEL,Intrínseca 
353,O Ego é Seu Inimigo,Ryan Holiday,/DISPONIVEL,Intrínseca 
354,Por uma Europa democrática,Stéphanie Hennette,/DISPONIVEL,Intrínseca 
355,Jogo de Espelhos,Cara Delevingne,/DISPONIVEL,Intrínseca 
356,Destrua Este Diário,Keri Smith,/DISPONIVEL,Intrínseca 
357,A Linha,Keri Smith,/DISPONIVEL,Intrínseca 
358,As coisas que perdemos no fogo,Mariana Enriquez,/DISPONIVEL,Intrínseca 
359,Nada Mais a Perder,Jojo Moyes,/DISPONIVEL,Intrínseca 
360,Endurance,Scott Kelly,/DISPONIVEL,Intrínseca 
361,O Lar da Srta. Peregrine Para Crianças Peculiares,Ransom Riggs,/DISPONIVEL,Intrínseca 
362,Vejo Você No Espaço,Jack Cheng,/DISPONIVEL,Intrínseca 
363,Rejuvelhecer,Sergio Abramoff,/DISPONIVEL,Intrínseca 
364,A Sutil Arte de Ligar o F*da-se,Mark Manson,/DISPONIVEL,Intrínseca 
365,Biblioteca de Almas,Ransom Riggs,/DISPONIVEL,Intrínseca 
366,Tartarugas Até Lá Embaixo,John Green,/DISPONIVEL,Intrínseca 
367,O Touro Ferdinando,Munro Leaf,/DISPONIVEL,Intrínseca 
368,Ordem Vermelha: Filhos da Degradação,Felipe Castilho,/DISPONIVEL,Intrínseca 
369,Extraordinário,R. J. Palacio,/DISPONIVEL,Intrínseca 
370,As Garotas,Emma Cline,/DISPONIVEL,Intrínseca 
371,Cinquenta Tons de Liberdade - O Capítulo Final,E.L. James,/DISPONIVEL,Intrínseca 
372,Matéria Escura,Blake Crouch,/DISPONIVEL,Intrínseca 
373,A Sutil Arte de Ligar o F*da-se,Mark Manson,/DISPONIVEL,Intrínseca 
374,Não Se Enrola; Não,Isabela Freitas,/DISPONIVEL,Intrínseca 
375,Um amor incômodo,Elena Ferrante,/DISPONIVEL,Intrínseca 
376,O som do Amor - Edição Econômica,Jojo Moyes,/DISPONIVEL,Intrínseca 
377,Paris para Um e Outros Contos,Jojo Moyes,/DISPONIVEL,Intrínseca 
378,Agora e para sempre; Lara Jean,Jenny Han,/DISPONIVEL,Intrínseca 
379,O navio dos mortos,Rick Riordan,/DISPONIVEL,Intrínseca 
380,Rejuvelhecer,Sergio Abramoff,/DISPONIVEL,Intrínseca 
381,Ordem Vermelha: Filhos da Degradação (Vol. 1),Felipe Castilho,/DISPONIVEL,Intrínseca 
382,Cidade dos Etéreos,Ransom Riggs,/DISPONIVEL,Intrínseca 
383,Sr. Tigre solto na selva ,Peter Brown,/DISPONIVEL,Intrínseca 
384,O nadador,Joakim Zander,/DISPONIVEL,Intrínseca 
385,Vale-tudo da notícia ,Nick Davies,/DISPONIVEL,Intrínseca 
386,Depois de você,Jojo Moyes,/DISPONIVEL,Intrínseca 
387,O Regresso,Michael Punke,/DISPONIVEL,Intrínseca 
388,Trumbo,Bruce Cook,/DISPONIVEL,Intrínseca 
389,A arte do descaso,Cristina Tardáguila,/DISPONIVEL,Intrínseca 
390,Simon vs. a agenda Homo Sapiens ,Becky Albertalli,/DISPONIVEL,Intrínseca 
391,Uma vida no escuro,Anna Lyndsey,/DISPONIVEL,Intrínseca 
392,O universo numa casca de noz,Stephen Hawking,/DISPONIVEL,Intrínseca 
393,Um presente da Tiffany ,Melissa Hill,/DISPONIVEL,Intrínseca 
394,Os irmãos Tapper declaram guerra (um contra o outro),Geoff Rodkey,/DISPONIVEL,Intrínseca 
395,Todos Envolvidos ,Ryan Gattis,/DISPONIVEL,Intrínseca 
396,Uma chance de lutar, Elizabeth Warren ,/DISPONIVEL,Intrínseca 
397,Temporada de acidentes ,Moïra Fowley-Doyle,/DISPONIVEL,Intrínseca 
398,Aceitação,Jeff VanderMeer,/DISPONIVEL,Intrínseca 
399,Eu sou o peregrino,Terry Hayes,/DISPONIVEL,Intrínseca 
400,O amor segundo Buenos Aires,Fernando Scheller,/DISPONIVEL,Intrínseca 
401,O mistério do mapa,Kory Merritt e Jack Chabert,/DISPONIVEL,Intrínseca 
402,A agenda antiplanos,Keri Smith,/DISPONIVEL,Intrínseca 
403,Solteirona - O Direito de Escolher a Própria Vida,Kate Bolick,/DISPONIVEL,Intrínseca 
404,Baía da Esperança,Jojo Moyes,/DISPONIVEL,Intrínseca 
405,Cidade dos Etéreos,Ransom Riggs,/DISPONIVEL,Intrínseca 
406,Destinos e fúrias,Lauren Groff,/DISPONIVEL,Intrínseca 
407,A Ditadura Acabada,Elio Gaspari,/DISPONIVEL,Intrínseca 
408,Box Coleção Ditadura,Elio Gaspari,/DISPONIVEL,Intrínseca 
409,A Última Carta de Amor ,Jojo Moyes,/DISPONIVEL,Intrínseca 
410,Como eu era antes de você,Jojo Moyes,/DISPONIVEL,Intrínseca 
411,Frank Einstein e o Turbocérebro,Jon Scieszka,/DISPONIVEL,Intrínseca 
412,Os afetos,Rodrigo Hasbún ,/DISPONIVEL,Intrínseca 
413,Garoto 21,Matthew Quick,/DISPONIVEL,Intrínseca 
414,Porcelain,Moby,/DISPONIVEL,Intrínseca 
415,Como Mentir com Estatistica,Darrell Huff,/DISPONIVEL,Intrínseca 
416,F de falcão,Helen Macdonald,/DISPONIVEL,Intrínseca 
417,As Chamas do Paraíso,Robert Jordan,/DISPONIVEL,Intrínseca 
418,Lugar Nenhum,Neil Gaiman,/DISPONIVEL,Intrínseca 
419,Loney,Andrew Michael Hurley,/DISPONIVEL,Intrínseca 
420,A outra história,Tatiana de Rosnay,/DISPONIVEL,Intrínseca 
421,Welcome to Night Vale,Jeffrey Cranor,/DISPONIVEL,Intrínseca 
422,No reino do gelo,Hampton Sides,/DISPONIVEL,Intrínseca 
423,O Adulto,Gillian Flynn,/DISPONIVEL,Intrínseca 
424,O navio das noivas,Jojo Moyes,/DISPONIVEL,Intrínseca 
425,Pó de Lua nas noites em claro,Clarice Freire,/DISPONIVEL,Intrínseca 
426,Nada Mais a Perder,Jojo Moyes,/DISPONIVEL,Intrínseca 
427,Pax,Sara Pennypacker,/DISPONIVEL,Intrínseca 
428,Como Mentir com Estatística,Darrell Huff,/DISPONIVEL,Intrínseca 
429,O dia da morte de Denton Little,Lance Rubin,/DISPONIVEL,Intrínseca 
430,Belgravia ,Julian Fellowes,/DISPONIVEL,Intrínseca 
431,O tigre,John Vaillant,/DISPONIVEL,Intrínseca 
432,Faca de Água,Paolo Bacigalupi,/DISPONIVEL,Intrínseca 
433,Alerta de risco,Neil Gaiman,/DISPONIVEL,Intrínseca 
434,Box Os Heróis do Olimpo,Rick Riordan,/DISPONIVEL,Intrínseca 
435,Colheita,James Frey,/DISPONIVEL,Intrínseca 
436,Baseado em fatos reais,Delphine de Vigan,/DISPONIVEL,Intrínseca 
437,Biblioteca de Almas,Ransom Riggs,/DISPONIVEL,Intrínseca 
438,Os Dois Terríveis ainda piores,Jory John e Mac Barnett,/DISPONIVEL,Intrínseca 
439,Alerta Vermelho,Bill Browder,/DISPONIVEL,Intrínseca 
440,Garra,Angela Duckworth,/DISPONIVEL,Intrínseca 
441,As mil noites,E.K. Johnston,/DISPONIVEL,Intrínseca 
442,Ilustre Poesia,Pedro Gabriel,/DISPONIVEL,Intrínseca 
443,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL,Intrínseca 
444,Depois de Você,Jojo Moyes,/DISPONIVEL,Intrínseca 
445,Temporada de acidentes,Moïra Fowley-Doyle,/DISPONIVEL,Intrínseca 
446,Os encontros,J. A. Hazeley e J. P. Morris,/DISPONIVEL,Intrínseca 
447,O Hipster,J. A. Hazeley e J. P. Morris,/DISPONIVEL,Intrínseca 
448,A ressaca,J. A. Hazeley e J. P. Morris,/DISPONIVEL,Intrínseca 
449,Manual do usuário - O marido,J. A. Hazeley e J. P. Morris,/DISPONIVEL,Intrínseca 
450,Manual do usuário - A esposa,J. A. Hazeley e J. P. Morris,/DISPONIVEL,Intrínseca 
451,A grana,Cynthia D'Aprix Sweeney,/DISPONIVEL,Intrínseca 
452,Contos peculiares,Ransom Riggs,/DISPONIVEL,Intrínseca 
453,Os Arquivos Perdidos: O Despertar dos Legados,Pittacus Lore,/DISPONIVEL,Intrínseca 
454,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL,Intrínseca 
455,Legado,Hugh Howey,/DISPONIVEL,Intrínseca 
456,O paradoxo do Chimpanzé,Prof. Steve Peters,/DISPONIVEL,Intrínseca 
457,Fãs do impossível,Kate Scelsa,/DISPONIVEL,Intrínseca 
458,Diário de um ladrão de oxigênio,Anônimo,/DISPONIVEL,Intrínseca 
459,Nimona,Noelle Stevenson,/DISPONIVEL,Intrínseca 
460,O Martelo de Thor,Rick Riordan,/DISPONIVEL,Intrínseca 
461,Unidos somos um,Pittacus Lore,/DISPONIVEL,Intrínseca 
462,Deuses americanos,Neil Gaiman,/DISPONIVEL,Intrínseca 
463,Como matar a borboleta-azul,Monica de Bolle,/DISPONIVEL,Intrínseca 
464,Não se enrola; não,Isabela Freitas,/DISPONIVEL,Intrínseca 
465,A filha perdida,Elena Ferrante,/DISPONIVEL,Intrínseca 
466,Uma noite na praia,Elena Ferrante,/DISPONIVEL,Intrínseca 
467,A garota com a tribal nas costas,Amy Schumer,/DISPONIVEL,Intrínseca 
468,O hotel na Place Vendôme,Tilar J. Mazzeo,/DISPONIVEL,Intrínseca 
469,O Adulto,Gillian Flynn,/DISPONIVEL,Intrínseca 
470,As Chamas do Paraíso,Robert Jordan,/DISPONIVEL,Intrínseca 
471,Baseado em Fatos Reais,Delphine de Vigan,/DISPONIVEL,Intrínseca 
472,Enquanto houver champanhe; há esperança,Joaquim Ferreira dos Santos,/DISPONIVEL,Intrínseca 
473,O Som do Amor,Jojo Moyes,/DISPONIVEL,Intrínseca 
474,A Química,Stephenie Meyer,/DISPONIVEL,Intrínseca 
475,Baseado em fatos reais,Delphine de Vigan,/DISPONIVEL,Intrínseca 
476,O cérebro adolescente,Dra. Frances E. Jensen com Amy Ellis Nutt,/DISPONIVEL,Intrínseca 
477,Tony & Susan,Austin Wright,/DISPONIVEL,Intrínseca 
478,Como mentir com estatística,Darrell Huff,/DISPONIVEL,Intrínseca 
479,História da sua vida e outros contos, Ted Chiang ,/DISPONIVEL,Intrínseca 
480,Sully,Chesley Sully Sullenberger com Jeffrey Zaslow,/DISPONIVEL,Intrínseca 
481,O Lar da Srta. Peregrine para Crianças Peculiares,Ransom Riggs,/DISPONIVEL,Intrínseca 
482,Os Arquivos Perdidos: A Caça,Pittacus Lore,/DISPONIVEL,Intrínseca 
483,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL,Intrínseca 
484,O adulto,Gillian Flynn,/DISPONIVEL,Intrínseca 
485,A Última Carta de Amor,Jojo Moyes,/DISPONIVEL,Intrínseca 
486,Belgravia: O passado retorna (Capítulo 10),Julian Fellowes,/DISPONIVEL,Intrínseca 
487,Cinco Minutos,José de Alencar,/DISPONIVEL,Domínio 
488,Cinquenta Tons de Cinza,E.L. James,/DISPONIVEL,Intrínseca 
489,Grey,E.L. James,/DISPONIVEL,Intrínseca 
490,Fantasma (e-Book),Jason Reynolds,/DISPONIVEL,Intrínseca 
491,O regresso,Michael Punke,/DISPONIVEL,Intrínseca 
492,O regresso,Michael Punke,/DISPONIVEL,Intrínseca 
493,A Ditadura Acabada,Elio Gaspari,/DISPONIVEL,Intrínseca 
494,Depois de você,Jojo Moyes,/DISPONIVEL,Intrínseca 
495,Lugar nenhum,Neil Gaiman,/DISPONIVEL,Intrínseca 
496,O amor segundo Buenos Aires,Fernando Scheller,/DISPONIVEL,Intrínseca 
497,Depois de você,Jojo Moyes,/DISPONIVEL,Intrínseca 
498,Percy Jackson e os Deuses Gregos,Rick Riordan,/DISPONIVEL,Intrínseca 
499,Sonhos Com Deuses e Monstros,Laini Taylor,/DISPONIVEL,Intrínseca 
500,S.,Doug Dorst,/DISPONIVEL,Intrínseca 
501,Léxico,Max Barry,/DISPONIVEL,Intrínseca 
502,Quem é Você; Alasca?,John Green,/DISPONIVEL,Intrínseca 
503,Half Wild,Sally Green,/DISPONIVEL,Intrínseca 
504,A Espada do Verão,Rick Riordan,/DISPONIVEL,Intrínseca 
505,Sniper Americano,Chris Kyle,/DISPONIVEL,Intrínseca 
506,A Nova República ,Lionel Shriver,/DISPONIVEL,Intrínseca 
507,As Presas ,Andrew Fukuda,/DISPONIVEL,Intrínseca 
508,Um Mais Um,Jojo Moyes,/DISPONIVEL,Intrínseca 
509,A Economia da Desigualdade,Thomas Piketty,/DISPONIVEL,Intrínseca 
510,Caixa de Pássaros,Josh Malerman,/DISPONIVEL,Intrínseca 
511,Objetos Cortantes ,Gillian Flynn,/DISPONIVEL,Intrínseca 
512,Como o Google Funciona ,Eric Schmidt,/DISPONIVEL,Intrínseca 
513,Até Você Ser Minha,Samantha Hayes,/DISPONIVEL,Intrínseca 
514,Uma Breve História do Tempo ,Stephen Hawking,/DISPONIVEL,Intrínseca 
515,A Verdade É uma Caverna nas Montanhas Negras,Neil Gaiman,/DISPONIVEL,Intrínseca 
516,O Destino da Número Dez ,Pittacus Lore,/DISPONIVEL,Intrínseca 
517,Ordem,Hugh Howey,/DISPONIVEL,Intrínseca 
518,Selva de Gafanhotos,Andrew Smith,/DISPONIVEL,Intrínseca 
519,Filhotes submarinos ,Seth Casteel,/DISPONIVEL,Intrínseca 
520,A Última Dança de Chaplin,Fabio Stassi ,/DISPONIVEL,Intrínseca 
521,Circo invisível ,Jennifer Egan,/DISPONIVEL,Intrínseca 
522,A segunda pátria,Miguel Sanches Neto,/DISPONIVEL,Intrínseca 
523,Dentista sinistra ,David Walliams,/DISPONIVEL,Intrínseca 
524,Toda luz que não podemos ver,Anthony Doerr,/DISPONIVEL,Intrínseca 
525,Os Filhos de Anansi ,Neil Gaiman,/DISPONIVEL,Intrínseca 
526,Isto Não É Um Livro,Keri Smith,/DISPONIVEL,Intrínseca 
527,Brasil: Os Frutos da Guerra ,Neill Lochery,/DISPONIVEL,Intrínseca 
528,Os Últimos Dias de Nossos Pais,Joël Dicker,/DISPONIVEL,Intrínseca 
529,O Árabe do Futuro,Riad Sattouf,/DISPONIVEL,Intrinseca 
530,Nós,David Nicholls,/DISPONIVEL,Intrínseca 
531,Navegue a lágrima,Letícia Wierzchowski,/DISPONIVEL,Intrínseca 
532,Sal; Açúcar; Gordura,Michael Moss,/DISPONIVEL,Intrínseca 
533,O Constante Correr das Horas,Justin Go,/DISPONIVEL,Intrínseca 
534,Lugares Escuros,Gillian Flynn,/DISPONIVEL,Intrínseca 
535,O livro sem figuras,B.J. Novak,/DISPONIVEL,Intrínseca 
536,Cidades de Papel,John Green,/DISPONIVEL,Intrínseca 
537,Como não ser um babaca,Meghan Doherty,/DISPONIVEL,Intrínseca 
538,A Ascensão da Sombra,Robert Jordan,/DISPONIVEL,Intrínseca 
539,Bebês submarinos,Seth Casteel,/DISPONIVEL,Intrínseca 
540,Isla e o Final Feliz,Stephanie Perkins,/DISPONIVEL,Intrínseca 
541,Estação Onze,Emily St. John Mandel,/DISPONIVEL,Intrínseca 
542,Os Guinle,Clóvis Bulcão,/DISPONIVEL,Intrínseca 
543,Quem é você; Alasca?,John Green,/DISPONIVEL,Intrínseca 
544,Não Se Iluda; Não,Isabela Freitas,/DISPONIVEL,Intrínseca 
545,Galveston, Nic Pizzolatto ,/DISPONIVEL,Intrínseca 
546,Os dois terríveis,Jory John,/DISPONIVEL,Intrínseca 
547,Moneyball,Michael Lewis,/DISPONIVEL,Intrínseca 
548,Serena,Ron Rash,/DISPONIVEL,Intrínseca 
549,Chama Negra,Alyson Noël,/DISPONIVEL,Intrínseca 
550,Terra de Sombras,Alyson Noël,/DISPONIVEL,Intrínseca 
551,Os Imortais ,Alyson Noël,/DISPONIVEL,Intrínseca 
552,Box Percy Jackson E Os Olimpianos (5 Volumes),Rick Riordan,/DISPONIVEL,Intrínseca 
553,Grey,E.L. James,/DISPONIVEL,Intrínseca 
554,Half Lies,Sally Green,/DISPONIVEL,Intrínseca 
555,Endgame - A Chave do Céu,James Frey,/DISPONIVEL,Intrínseca 
556,Mosquitolândia,David Arnold,/DISPONIVEL,Intrínseca 
557,A Mulher Perfeita É Uma Vaca,Anne-Sophie Girard,/DISPONIVEL,Intrínseca 
558,Notícias: Manual do usuário,Alain de Botton,/DISPONIVEL,Intrínseca 
559,Como a música ficou grátis,Stephen Witt,/DISPONIVEL,Intrínseca 
560,Linda; Como no Caso do Assassinato de Linda ,Leif GW Persson,/DISPONIVEL,Intrínseca 
561,História do Futuro,Miriam Leitão,/DISPONIVEL,Intrínseca 
562,Plutão ,R. J. Palacio,/DISPONIVEL,Intrínseca 
563,Destrua este diário em qualquer lugar,Keri Smith,/DISPONIVEL,Intrínseca 
564,A Coroa de Ptolomeu,Rick Riordan,/DISPONIVEL,Intrínseca 
565,Como Steve Jobs virou Steve Jobs,Brent Schlender e Rick Tetzeli,/DISPONIVEL,Intrínseca 
566,Casa de praia com piscina,Herman Koch,/DISPONIVEL,Intrínseca 
567,Deixado para morrer,Beck Weathers,/DISPONIVEL,Intrínseca 
568,A Febre,Megan Abbott ,/DISPONIVEL,Intrínseca 
569,A Sorte do Agora,Matthew Quick,/DISPONIVEL,Intrínseca 
570,A sexta extinção,Elizabeth Kolbert,/DISPONIVEL,Intrínseca 
571,Autoridade,Jeff VanderMeer,/DISPONIVEL,Intrínseca 
572,Surpreendente!,Maurício Gomyde,/DISPONIVEL,Intrínseca 
573,João e Maria,Neil Gaiman,/DISPONIVEL,Intrínseca 
574,Sonhos Partidos ,M. O. Walsh ,/DISPONIVEL,Intrínseca 
575,A guerra dos consoles ,Blake J. Harris,/DISPONIVEL,Intrínseca 
576,Sr. Holmes ,Mitch Cullin,/DISPONIVEL,Intrínseca 
577,Elon Musk,Ashlee Vance,/DISPONIVEL,Intrínseca 
578,Frank Einstein e o eletrodedo ,Jon Scieszka ,/DISPONIVEL,Intrínseca 
579,Operação Impensável ,Vanessa Barbara,/DISPONIVEL,Intrínseca 
580,É possível salvar a Europa?,Thomas Piketty,/DISPONIVEL,Intrínseca 
581,Aliança do Crime ,Dick Lehr,/DISPONIVEL,Intrínseca 
582,Primatas da Park Avenue,Wednesday Martin,/DISPONIVEL,Intrínseca 
583,A última viagem do Lusitania,Erik Larson,/DISPONIVEL,Intriseca 
584,Miniaturista,Jessie Burton,/DISPONIVEL,Intrínseca 
585,Vida e Morte,Stephenie Meyer,/DISPONIVEL,Intrínseca 
586,Não se apega; não,Isabela Freitas,/DISPONIVEL,Intrínseca 
587,Os Arquivos Perdidos: A Fuga,Pittacus Lore,/DISPONIVEL,Intrínseca 
588,Os Arquivos Perdidos: A Navegadora,Pittacus Lore,/DISPONIVEL,Intrínseca 
589,Os Arquivos Perdidos: Guarda,Pittacus Lore,/DISPONIVEL,Intrínseca 
590,Auggie & Eu,R. J. Palacio,/DISPONIVEL,Intrínseca 
591,Cansei de ser gato: do capim ao sachê ,Amanda Nori,/DISPONIVEL,Intrínseca 
592,Caçadores de trolls,Guillermo del Toro,/DISPONIVEL,Intrínseca 
593,Uma Pergunta Por Dia,Potter Style,/DISPONIVEL,Intrinseca 
594,O Livro Secreto,Grégory Samak,/DISPONIVEL,Intrínseca 
595,História do Futuro [Versão Digital],Miriam Leitão,/DISPONIVEL,Intrínseca 
596,Diário extraordinário ,R. J. Palacio,/DISPONIVEL,Intrínseca 
597,Crepúsculo ,Stephenie Meyer,/DISPONIVEL,Intrínseca 
598,Caixa de Pássaros,Josh Malerman,/DISPONIVEL,Intrínseca 
599,Yaqui Delgado quer quebrar a sua cara,Meg Medina,/DISPONIVEL,Intrínseca 
600,A espada do verão,Rick Riordan,/DISPONIVEL,Intrínseca 
601,Uma Breve História do Tempo,Stephen Hawking,/DISPONIVEL,Intrínseca 
602,A economia da desigualdade,Thomas Piketty,/DISPONIVEL,Intrínseca 
603,Não se iluda; não,Isabela Freitas,/DISPONIVEL,Intrínseca 
604,Shingaling,R. J. Palacio,/DISPONIVEL,Intrínseca 
605,Playbook,Berney Stinson,/DISPONIVEL,Intrínseca 
606,Crepúsculo/ Vida e morte,Stephenie Meyer,/DISPONIVEL,Intrínseca 
607,Crepúsculo,Stephenie Meyer,/DISPONIVEL,Intrínseca 
608,Sharp Objects: Objetos Cortantes,Gillian Flynn,/DISPONIVEL,Intrínseca 
609,Meu Amigo Bicho-Papão,Osny Mattano Junior,/DISPONIVEL,Intrínseca 
610,Caixa de Pássaros: Bird Box,Josh Malerman,/DISPONIVEL,Intrínseca 
611,Operação impensável,Vanessa Barbara,/DISPONIVEL,Intrínseca 
612,Os Arquivos Perdidos: Box digital com 15 e-books,Pittacus Lore,/DISPONIVEL,Intrínseca 
613,O leitor do trem das 6h27,Jean-Paul Didierlaurent,/DISPONIVEL,Intrínseca 
614,O Sangue do Olimpo,Rick Riordan,/DISPONIVEL,Intrínseca 
615,Para Todos os Garotos que Já Amei,Jenny Han,/DISPONIVEL,Intrínseca 
616,Vida e Morte,Stephenie Meyer,/DISPONIVEL,Intrínseca 
617,A Grande Caçada,Robert Jordan,/DISPONIVEL,Intrínseca 
618,A Maldição do Titã: Graphic Novel,Rick Riordan,/DISPONIVEL,Intrínseca 
619,O Dragão Renascido,Robert Jordan,/DISPONIVEL,Intrínseca 
620,Como trair o herói de um dragão,Cressida Cowell,/DISPONIVEL,Intrínseca 
621,A Garota Que Você Deixou Para Trás,Jojo Moyes,/DISPONIVEL,Intrínseca 
622,A Estrela Que Nunca Vai Se Apagar,Esther Earl,/DISPONIVEL,Intrínseca 
623,Homeland: Como Tudo Começou,Andrew Kaplan,/DISPONIVEL,Intrínseca 
624,Os Forasteiros,Michelle Paver,/DISPONIVEL,Intrínseca 
625,Recomeço,Cat Patrick,/DISPONIVEL,Intrínseca 
626,O Código Bro ,Matt Kuhn,/DISPONIVEL,Intrínseca 
627,Salinger,Shane Salerno,/DISPONIVEL,Intrínseca 
628,A Ditadura Envergonhada,Elio Gaspari,/DISPONIVEL,Intrínseca 
629,A Ditadura Escancarada,Elio Gaspari,/DISPONIVEL,Intrínseca 
630,A Ditadura Derrotada,Elio Gaspari,/DISPONIVEL,Intrínseca 
631,A Ditadura Encurralada,Elio Gaspari,/DISPONIVEL,Intrínseca 
632,Olhe Para Mim,Jennifer Egan,/DISPONIVEL,Intrínseca 
633,Guia Rápido Para Uma Vida Longa, David B. Agus,/DISPONIVEL,Intrínseca 
634,A Vingança dos Sete,Pittacus Lore,/DISPONIVEL,Intrinseca 
635,O Cajado de Serápis,Rick Riordan,/DISPONIVEL,Intrínseca 
636,Schroder,Amity Gaige,/DISPONIVEL,Intrínseca 
637,Uma Questão de Caráter,Paul Tough,/DISPONIVEL,Intrínseca 
638,Restos Humanos,Elizabeth Haynes,/DISPONIVEL,Intrínseca 
639,O Que Me Faz Pular,Naoki Higashida,/DISPONIVEL,Intrínseca 
640,365 Dias Extraordinários,R. J. Palacio,/DISPONIVEL,Intrínseca 
641,A Loja de Tudo,Brad Stone,/DISPONIVEL,Intrínseca 
642,O Discurso Faça Boa Arte,Neil Gaiman,/DISPONIVEL,Intrínseca 
643,Claros Sinais de Loucura,Karen Harrington,/DISPONIVEL,Intrínseca 
644,Catástrofe,Max Hastings,/DISPONIVEL,Intrínseca 
645,O Rei de Amarelo,Robert W. Chambers,/DISPONIVEL,Intrínseca 
646,Réquiem,Lauren Oliver,/DISPONIVEL,Intrínseca 
647,A verdade sobre o caso Harry Quebert,Joël Dicker,/DISPONIVEL,Intrínseca 
648,A Culpa é das Estrelas,John Green,/DISPONIVEL,Intrínseca 
649,Orange Is The New Black,Piper Kerman,/DISPONIVEL,Intrínseca 
650,Briga de Cachorro Grande,Fred Vogelstein,/DISPONIVEL,Intrínseca 
651,Como Treinar O Seu Dragão,Cressida Cowell,/DISPONIVEL,Intrínseca 
652,Não Se Apega; Não,Isabela Freitas,/DISPONIVEL,Intrínseca 
653,A Pequena Cozinha em Paris,Rachel Khoo,/DISPONIVEL,Intrínseca 
654,Passarinho,Crystal Chan,/DISPONIVEL,Intrínseca 
655,O Inverno de Frankie Machine,Don Winslow,/DISPONIVEL,Intrínseca 
656,A Verdade Sobre Nós,Amanda Grace,/DISPONIVEL,Intrínseca 
657,Aniquilação,Jeff VanderMeer,/DISPONIVEL,Intrínseca 
658,O Espelho do Tempo,Catherine Fisher,/DISPONIVEL,Intrínseca 
659,Cozinhar,Michael Pollan,/DISPONIVEL,Intrínseca 
660,O Sangue do Olimpo ,Rick Riordan,/DISPONIVEL,Intrínseca 
661,The Leftovers,Tom Perrotta,/DISPONIVEL,Intrínseca 
662,Os Lança-Chamas,Rachel Kushner,/DISPONIVEL,Intrínseca 
663,Cidades de Papel,John Green,/DISPONIVEL,Intrínseca 
664,Pó de Lua ,Clarice Freire,/DISPONIVEL,Intrínseca 
665,Flash Boys,Michael Lewis,/DISPONIVEL,Intrínseca 
666,Uma Constelação de Fenômenos Vitais,Anthony Marra,/DISPONIVEL,Intrínseca 
667,Circuito de Mentiras,Juliet Macur,/DISPONIVEL,Intrínseca 
668,Destrua Este Diário,Keri Smith,/DISPONIVEL,Intrínseca 
669,A 25ª Hora,Virgil Gheorghiu,/DISPONIVEL,Intrínseca 
670,O Ladrão de Raios,Rick Riordan,/DISPONIVEL,Intrínseca 
671,A Maldição do Titã,Rick Riordan,/DISPONIVEL,Intrínseca 
672,O Último Olimpiano,Rick Riordan,/DISPONIVEL,Intrínseca 
673,O Filho De Netuno,Rick Riordan,/DISPONIVEL,Intrínseca 
674,Garota Exemplar,Gillian Flynn,/DISPONIVEL,Intrínseca 
675,O dia seguinte,Rhidian Brook,/DISPONIVEL,Intrínseca 
676,Queria ver você feliz,Adriana Falcão ,/DISPONIVEL,Intrínseca 
677,O Capítulo do Julian,R. J. Palacio,/DISPONIVEL,Intrínseca 
678,Listografia,Lisa Nola,/DISPONIVEL,Intrínseca 
679,Um Elefante Quase Incomoda Muita Gente,David Walliams,/DISPONIVEL,Intrínseca 
680,Arte Como Terapia,Alain de Botton,/DISPONIVEL,Intrínseca 
681,Segundo ,Pedro Gabriel,/DISPONIVEL,Intrínseca 
682,Não Sou Uma Dessas,Lena Dunham,/DISPONIVEL,Intrínseca 
683,Filme Noturno,Marisha Pessl,/DISPONIVEL,Intrínseca 
684,Réquiem,Lauren Oliver,/DISPONIVEL,Intrínseca 
685,Max Perkins,A. Scott Berg,/DISPONIVEL,Intrínseca 
686,Cachorros Submarinos,Seth Casteel,/DISPONIVEL,Intrínseca 
687,Annie,Thomas Meehan,/DISPONIVEL,Intrínseca 
688,A Marca de Atena,Rick Riordan,/DISPONIVEL,Intrínseca 
689,A Menina que Roubava Livros,Markus Zusak,/DISPONIVEL,Intrínseca 
690,Origens,James Frey,/DISPONIVEL,Intrínseca 
691,Quem é Você; Alasca?,John Green,/DISPONIVEL,Intrínseca 
692,O Teorema Katherine,John Green,/DISPONIVEL,Intrínseca 
693,Percy Jackson E Os Olimpianos,Rick Riordan,/DISPONIVEL,Intrínseca 
694,Tempos Extremos ,Miriam Leitão,/DISPONIVEL,Intrínseca 
695,O Rei de Amarelo,Robert W. Chambers,/DISPONIVEL,Intrínseca 
696,Cidades de Papel,John Green,/DISPONIVEL,Intrínseca 
697,Não sou uma dessas,Lena Dunhan,/DISPONIVEL,Intrínseca 
698,Crescendo,Becca Fitzpatrick,/DISPONIVEL,Intrínseca 
699,DE VOLTA A PARADISE,Pittacus Lore,/DISPONIVEL,Intrínseca 
