index,titulo,autor,disp,genero,n_pags,editora 
 4464,"Se a vida é um jogo; estas são as regras","Chérie Carter-Scott",DISPONIVEL," ",160,Rocco 
 4465,Barroco,"Affonso Romano de Sant'Anna",DISPONIVEL,"Arquitetura e Decoração / Artes / História ",220,Rocco 
 4466,"O HOMEM INSETO ESTÁ VIVO!","R. L. Stine",DISPONIVEL," ",100,Rocco 
 4467,"Em Busca de Cézanne","Peter Mayle",DISPONIVEL," ",241,Rocco 
 4468,Armadilho,"William Boyd",DISPONIVEL,"org/wiki/Armadillo_(novel)Aventura / Drama / Jovem adulto / Literatura Estrangeira / Romance policial / Suspense e Mistério ",350,Rocco 
 4469,"O Fisico","Noah Gordon",DISPONIVEL,"Literatura Estrangeira ",652,Rocco 
 4470,"A SERVIÇO DEL-REI","Autran Dourado",DISPONIVEL,"  ",174,Rocco 
 4471,"Um homem caído","Tony Hillerman",DISPONIVEL,"Literatura Estrangeira / Romance policial ",239,Rocco 
 4472,"O Espelho de Egon","Horácio Soares",DISPONIVEL,"  ",174,Rocco 
 4473,"Não Faça Tempestade em Copo D'água com a Família","Richard Carlson",DISPONIVEL," ",310,Rocco 
 4474,"Réquiem por um coração de vidro","David Lindsey",DISPONIVEL," ",466,Rocco 
 4475,"Antes do Baile Verde","Lygia Fagundes Telles",DISPONIVEL,"Contos / Ficção / Literatura Brasileira ",160,Rocco 
 4476,Violino,"Anne Rice",DISPONIVEL,"Literatura Estrangeira ",286,Rocco 
 4477,"O Testamento","John Grisham",DISPONIVEL,"Ficção / Romance / Suspense e Mistério ",439,Rocco 
 4478,"A Hora das Bruxas","Anne Rice",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",485,Rocco 
 4479,"A Vida Íntima de Laura","Clarice Lispector",DISPONIVEL,"Infantil ",32,Rocco 
 4480,Aléxandros,"Valerio Massimo Manfredi",DISPONIVEL,"Ficção / História Geral / Literatura Estrangeira / Romance ",312,Rocco 
 4481,"As Horas Nuas","Lygia Fagundes Telles",DISPONIVEL,"Literatura Brasileira ",248,Rocco 
 4482,"As horas nuas","Lygia Fagundes Telles",DISPONIVEL,"Literatura Brasileira ",248,Rocco 
 4483,"As Areias de Amon","Valerio Massimo Manfredi",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",352,Rocco 
 4484,"Para Não Esquecer","Clarice Lispector",DISPONIVEL,"Crônicas / Literatura Brasileira ",128,Rocco 
 4485,"A Bela e a Fera","Clarice Lispector",DISPONIVEL,"Contos / Literatura Brasileira / Ficção ",110,Rocco 
 4486,"Um Sopro de Vida","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Ficção / Romance ",160,Rocco 
 4487,"Os Pássaros","Camille Paglia",DISPONIVEL,"Artes / Cinema / Comunicação ",132,Rocco 
 4488,"Palhaços sagrados","Tony Hillerman",DISPONIVEL," ",266,Rocco 
 4489,"A república dos bugres","Ruy Tapioca",DISPONIVEL,"Ficção / Literatura Brasileira / Romance ",532,Rocco 
 4490,"Resgate de um Casamento","Anna Sharp",DISPONIVEL," ",142,Rocco 
 4491,"Forest Gump","Winston Groom",DISPONIVEL,"Fantasia / Ficção / Línguas Estrangeiras / Literatura Estrangeira ",196,Rocco 
 4492,"O Quarto do Barba-Azul","Angela Carter",DISPONIVEL," Lyon, A noiva do tigre, O gato de botas, O rei dos Elfos, A garota de neve, A senhora da casa do amor, O lobisomem, A companhia dos lobos, Alice-Lobo ",236,Rocco 
 4493,"Hora Zero","Joseph Finder",DISPONIVEL,"  ",476,Rocco 
 4494,"Viagem a Florença","Marco Lucchesi",DISPONIVEL," ",128,Rocco 
 4495,"Mulheres à Beira de Um Ataque de Nervos","Peter William Evans",DISPONIVEL,"  ",101,Rocco 
 4496,"Presença de Mulher","Saul Bellow",DISPONIVEL,"Literatura Estrangeira / Romance ",116,Rocco 
 4497,"Cartas do coração: uma antologia do amor","Elizabeth Orsini",DISPONIVEL," ",268,Rocco 
 4498,"Cobertor de Estrelas","Ricardo Lísias",DISPONIVEL," ",127,Rocco 
 4499,"O CÍRCULO MÁGICO","Susanna Tamaro. ",DISPONIVEL,"  ",124,Rocco 
 4500,"Engenharia da Persuasão","Richard Bandler",DISPONIVEL," ",213,Rocco 
 4501,"Depois De Deus ","DON CUPITT",DISPONIVEL,"    ",141,Rocco 
 4502,"O CAMINHO PARA O AMOR","Deepak Chopra",DISPONIVEL,"  ",345,Rocco 
 4503,"Sétimo Céu","Alice Hoffman",DISPONIVEL," ",236,Rocco 
 4504,"A vencedora","David Baldacci",DISPONIVEL," ",488,Rocco 
 4505,"Marte e Vênus Apaixonados"," John Gray, Ph.D.",DISPONIVEL,"Autoajuda / Psicologia ",168,Rocco 
 4506,"O Vampiro Lestat","Anne Rice",DISPONIVEL,"Fantasia / Horror / Literatura Estrangeira ",468,Rocco 
 4507,"Um Homem por inteiro","Tom Wolfe",DISPONIVEL,"""The Wall Street Journal ",662,Rocco 
 4508,"Noivo Neurótico; Noiva Nervosa","Peter Cowie",DISPONIVEL,"  ",91,Rocco 
 4509,"Modos de Ver","John Berger",DISPONIVEL,"Artes ",168,Rocco 
 4510,"A Marca do Assassino","Daniel Silva",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",313,Rocco 
 4511,"Ódio à Música","Pascal Quignard",DISPONIVEL," ",177,Rocco 
 4512,"Terra Sagrada","Rose Tremain",DISPONIVEL,"  ",412,Rocco 
 4513,"Mulheres que Correm com os Lobos","Clarissa Pinkola Estés",DISPONIVEL,"Psicologia / Literatura Estrangeira ",627,Rocco 
 4514,"Em nome do corpo","Nizia Villaça",DISPONIVEL,"  ",228,Rocco 
 4515,"A Descoberta do Mundo","Clarice Lispector",DISPONIVEL,"Crônicas / Literatura Brasileira ",478,Rocco 
 4516,"Areias Escaldantes","Scarlet Moon de Chevalier",DISPONIVEL,"  ",112,Rocco 
 4517,"De cócoras","Silviano Santiago",DISPONIVEL,"  ",118,Rocco 
 4518,"Achados da Geração Perdida ",Rodriguez-Hunter,DISPONIVEL,"com ",262,Rocco 
 4519,"O filho de Lázaro","Robert Mawson",DISPONIVEL," ",356,Rocco 
 4520,"O Grande Capital","John Dos Passos",DISPONIVEL,"  ",544,Rocco 
 4521,Franziska,"Fulvio Tomizza",DISPONIVEL,"Drama / Ficção / História / Literatura Estrangeira / Romance ",191,Rocco 
 4522,"O que você sente pode ser curado"," John Gray, Ph.D.",DISPONIVEL,"Autoajuda ",190,Rocco 
 4523,"Águias; burros e borboletas","Roberto DaMatta",DISPONIVEL,"Não-ficção ",200,Rocco 
 4524,"Refúgio para o Espírito ","Victoria Moran",DISPONIVEL,"  ",122,Rocco 
 4525,"A Descoberta do Fluxo","Mihaly Csikszentmihalyi",DISPONIVEL,"Psicologia ",168,Rocco 
 4526,"Três vezes Rio","Nelson Pereira dos Santos",DISPONIVEL,""" ",324,Rocco 
 4527,"A Bela e a Fera","Clarice Lispector",DISPONIVEL," Contos / Literatura Brasileira / Ficção ",105,Rocco 
 4528,"Energia Ilimitada","Deepak Chopra",DISPONIVEL," ",144,Rocco 
 4529,"O Caminho da Cura","Deepak Chopra",DISPONIVEL,"  ",158,Rocco 
 4530,"O Movimento Romântico: Sexo; Consumo e o Romance","Alain de Botton",DISPONIVEL," ",324,Rocco 
 4531,"Hemingway no Amor e na Guerra","Henry S. Villard",DISPONIVEL,"  ",356,Rocco 
 4532,"A Legião Estrangeira","Clarice Lispector",DISPONIVEL,"Contos / Literatura Brasileira ",110,Rocco 
 4533,"Ladrões de Beleza","Pascal Bruckner",DISPONIVEL,"Literatura Estrangeira ",240,Rocco 
 4534,"Para Não Esquecer","Clarice Lispector",DISPONIVEL,"Crônicas / Literatura Brasileira ",128,Rocco 
 4535,"Matar ou morrer ","Phillip Drummond",DISPONIVEL," ",128,Rocco 
 4536,"Somos diferentes?","James Trefil",DISPONIVEL," ",207,Rocco 
 4537,"Quatro Cartas de Amor","Niall Williams",DISPONIVEL,"Romance ",308,Rocco 
 4538,"O Sonho do Cartógrafo","James Cowan",DISPONIVEL,"  ",167,Rocco 
 4539,"Fogo sagrado","Anna Campion & Jane Campion",DISPONIVEL," ",196,Rocco 
 4540,"Emissário da luz","James F. Twyman",DISPONIVEL," ",242,Rocco 
 4541,"Dança; Sexo e Gênero","Judith Lynne Hanna",DISPONIVEL," ",417,Rocco 
 4542,"SUA CARA-METADE","Wendy Lesser",DISPONIVEL," ",348,Rocco 
 4543,"Comprando sua felicidade","FORWARD Susan",DISPONIVEL,"Livro: ",286,Rocco 
 4544,"Laços de Família","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Contos / Ficção / Romance ",135,Rocco 
 4545,"A Paixão Segundo G.H.","Clarice Lispector",DISPONIVEL,"Ficção / Literatura Brasileira / Romance ",180,Rocco 
 4546,"O Advogado","John Grisham",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",356,Rocco 
 4547,"Uma Aprendizagem ou o Livro dos Prazeres","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Romance / Ficção / Drama ",160,Rocco 
 4548,"A Disciplina do Amor","Lygia Fagundes Telles",DISPONIVEL," Contos / Crônicas / Ficção / Literatura Brasileira ",148,Rocco 
 4549,Pandora,"Anne Rice",DISPONIVEL,"Literatura Estrangeira / Terror ",208,Rocco 
 4550,"A Cidade Sitiada","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Romance / Ficção ",204,Rocco 
 4551,"Verão no Aquário","Lygia Fagundes Telles",DISPONIVEL," Romance ",206,Rocco 
 4552,"Nunca lhe apareci de branco","Judith Farr",DISPONIVEL," ",257,Rocco 
 4553,"Fazendo Filmes","Sidney Lumet",DISPONIVEL," ",206,Rocco 
 4554,"O manual dos inquisidores","António Lobo Antunes",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",379,Rocco 
 4555,"O Dom da História","Clarissa Pinkola Estés",DISPONIVEL,"Psicologia ",39,Rocco 
 4556,"O Júri","John Grisham",DISPONIVEL,"Romance ",503,Rocco 
 4557,"REVELAÇÃO AO LUAR","Mary Higgins Clark",DISPONIVEL," ",312,Rocco 
 4558,"NOITE FELIZ","Mary Higgins Clark",DISPONIVEL,"  ",170,Rocco 
 4559,"O Caso das Rosas Fatais","Mary Higgins Clark",DISPONIVEL,"Romance policial ",331,Rocco 
 4560,"Em tom de conversa","Julian Barnes ",DISPONIVEL," ",236,Rocco 
 4561,"Antologia do Retrato","Emil Cioran",DISPONIVEL,"Biografia, Autobiografia, Memórias / Filosofia / História ",252,Rocco 
 4562,"Caso de Amor","Jayne Ann Krentz",DISPONIVEL,"Ives o homem certo ou errado? ",274,Rocco 
 4563,"Nas Profundezas Do Mar Sem Fim","Jacquelyn Mitchard",DISPONIVEL," 'Nas profundezas do mar sem fim' é uma história universal que revela, de forma poética, verdades psicológicas extremamente sinceras sobre maternidade e relacionamentos familiaresRomance ",422,Rocco 
 4564,"A maçã no escuro","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Romance ",336,Rocco 
 4565,"Primeiro Amor; Último Sacramento e Entre Lençóis","Ian McEwan",DISPONIVEL," ",312,Rocco 
 4566,"O Enigma de Andrômeda","Michael Crichton",DISPONIVEL,"Ficção científica / Drama / Fantasia / Literatura Estrangeira / Ficção ",305,Rocco 
 4567,"Breve Espaço Entre Cor e Sombra","Cristovão Tezza",DISPONIVEL," ",268,Rocco 
 4568,"Eu fui Amelia Earhart ","Jane Mendelsohn",DISPONIVEL," ",180,Rocco 
 4569,"O martelo do Éden","Ken Follett",DISPONIVEL,"Literatura Estrangeira ",476,Rocco 
 4570,"A Alma Imoral","Nilton Bonder",DISPONIVEL," ",135,Rocco 
 4571,"Por Trás Das Imagens No Museu","Kate Atkinson",DISPONIVEL,"  ",396,Rocco 
 4572,"Uma Aprendizagem ou o Livro dos Prazeres","Clarice Lispector",DISPONIVEL," ",155,Rocco 
 4573,Duluth,"Gore Vidal",DISPONIVEL,"  ",260,Rocco 
 4574,"Controle Total","David Baldacci",DISPONIVEL,"Romance policial ",560,Rocco 
 4575,"Felicidade Clandestina","Clarice Lispector",DISPONIVEL," (Marina Colasanti - jornalista e escritora)Contos / Literatura Brasileira / Ficção ",160,Rocco 
 4576,"A Sabedoria do Corpo","Sherwin B. Nuland",DISPONIVEL," ",500,Rocco 
 4577,"Na cabeceira da Cama","Regina Navarro Lins",DISPONIVEL,"  ",323,Rocco 
 4578,"A Hora da Estrela","Clarice Lispector",DISPONIVEL,"Ficção / Literatura Brasileira / Romance ",88,Rocco 
 4579,"A Hora da Estrela","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Romance / Ficção ",88,Rocco 
 4580,"A boca era o que mais me fascinava","Nadia Fusini",DISPONIVEL,"com ",168,Rocco 
 4581,"Fundação Smithsonian","Gore Vidal",DISPONIVEL,"  ",272,Rocco 
 4582,"Trilogia da Paixão","Goethe ",DISPONIVEL," ",128,Rocco 
 4583,"Seminário dos Ratos","Lygia Fagundes Telles",DISPONIVEL,"Contos / Literatura Brasileira ",166,Rocco 
 4584,"Perto do coração selvagem","Clarice Lispector",DISPONIVEL,"Ficção / Literatura Brasileira / Romance ",204,Rocco 
 4585,"Catapora não se come; Clara Rosa","Tony Ross",DISPONIVEL,"  ",108,Rocco 
 4586,"Uma aprendizagem ou O livro dos prazeres","Clarice Lispector",DISPONIVEL,"Ficção / Literatura Brasileira / Romance / Drama ",160,Rocco 
 4587,"Medidas Desesperadas","David Morrell",DISPONIVEL,"]Mais uma vez, Morrell exibe sua maestria, que tem conquistado entusiásticos elogios da crítica e uma legião de leitores no mundo inteiro ",410,Rocco 
 4588,"Digestão Perfeita","Deepak Chopra",DISPONIVEL," ",136,Rocco 
 4589,"Catarina; A Menina Chamada Passarinha","Karen Cushman",DISPONIVEL," ",159,Rocco 
 4590,"Os seios de Pandora","Sonia Coutinho",DISPONIVEL," ",173,Rocco 
 4591,"Jackie Brown","Quentin Tarantino",DISPONIVEL," ",219,Rocco 
 4592,"O condenado","Dai Vaughan",DISPONIVEL,"  ",104,Rocco 
 4593,"A Alma Imoral","Nilton Bonder",DISPONIVEL,"  ",135,Rocco 
 4594,"O Enigma de Os Sertões","Regina Abreu",DISPONIVEL,"""Fonte: Site da Livraria Cultura  ",410,Rocco 
 4595,"Por que As Mulheres Escrevem Mais Cartas Do Que Enviam ?","Darian Leader",DISPONIVEL," ",148,Rocco 
 4596,"Gênio Indomável","Matt Damon",DISPONIVEL," ",185,Rocco 
 4597,"Fazendo Filmes","Sidney Lumet",DISPONIVEL," ",207,Rocco 
 4598,"A Noite Escura e Mais Eu","Lygia Fagundes Telles",DISPONIVEL," ",158,Rocco 
 4599," Carta para Alguém Bem Perto","Fernanda Young ",DISPONIVEL," ",384,Objetiva 
 4600,"Trilhos e Quintais","Carmen L. Oliveira",DISPONIVEL," ",212,Rocco 
 4601,"Água Viva","Clarice Lispector",DISPONIVEL,"Ficção / Literatura Brasileira ",88,Rocco 
 4602,"Tempo de amor","Richard Paul Evans ",DISPONIVEL," ",205,Rocco 
 4603,"Homens São de Marte; Mulheres São de Vênus"," John Gray, Ph.D.",DISPONIVEL,"Autoajuda / Psicologia ",308,Rocco 
 4604,"O que faz o brasil; Brasil?","Roberto DaMatta",DISPONIVEL," Sociologia ",128,Rocco 
 4605,"Tempestade de Gelo","Rick Moody",DISPONIVEL,"fonte: Livraria Cultura ",240,Rocco 
 4606,"O Círculo Matarese","Robert Ludlum",DISPONIVEL,"Romance / Aventura / Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",577,Rocco 
 4607,"Ensaio da Paixão","Cristovão Tezza",DISPONIVEL," ",330,Rocco 
 4608,"O Sócio","John Grisham",DISPONIVEL,"Suspense e Mistério ",416,Rocco 
 4609,"O Sócio","John Grisham",DISPONIVEL,"htm ",416,Rocco 
 4610,"O Sócio","John Grisham",DISPONIVEL,"Ficção ",416,Rocco 
 4611,Malícia,"Jayne Ann Krentz",DISPONIVEL,"Literatura Estrangeira / Romance ",296,Rocco 
 4612,Gravelight,"Marion Zimmer Bradley",DISPONIVEL," ",397,Rocco 
 4613,"A linguagem das roupas","Alison Lurie",DISPONIVEL," ",288,Rocco 
 4614,"O Caminho do Mago","Deepak Chopra",DISPONIVEL," ",184,Rocco 
 4615,"O Terceiro Gêmeo","Ken Follett",DISPONIVEL,"Literatura Estrangeira ",518,Rocco 
 4616,"Memórias de um Cão","Peter Mayle",DISPONIVEL," ",164,Rocco 
 4617,"Um Lugar Chamado Liberdade","Ken Follett",DISPONIVEL," Com a assinatura inconfundível de um mestre chamado Ken FolleLiteratura Estrangeira / Romance ",447,Rocco 
 4618,Ontem,"Ágota Kristóf",DISPONIVEL," ",160,Rocco 
 4619,"O Mágico de Oz","Salman Rushdie",DISPONIVEL,"""Contos / Fábula / Ficção / Infantojuvenil / Literatura Estrangeira / Fantasia / Infantil ",202,Rocco 
 4620,Fetiche,"Valerie Steele",DISPONIVEL,"  ",244,Rocco 
 4621,"Confissões de Narciso","Autran Dourado",DISPONIVEL," ",160,Rocco 
 4622,"Vale a Pena Sonhar","Apolonio de Carvalho",DISPONIVEL,"  ",260,Rocco 
 4623,"O Poder da Fantasia","Ethel S. Person",DISPONIVEL," ",372,Rocco 
 4624,"Leon Hirszman; o navegador das estrelas","Helena Salem",DISPONIVEL," (editora) ",328,Rocco 
 4625,"O seqüestro de Edgardo Mortara ","David I. Kertzer",DISPONIVEL," ",334,Rocco 
 4626,1876,"Gore Vidal",DISPONIVEL,"Aventura / Drama / Ficção / História / Literatura Estrangeira / Política / Romance / Suspense e Mistério ",468,Rocco 
 4627,Simisola,"Ruth Rendell",DISPONIVEL," ",355,Rocco 
 4628,"Nos passos de Adão","Petru Popescu",DISPONIVEL," ",628,Rocco 
 4629,"O Pintor de Pássaros","Howard Norman",DISPONIVEL,"  ",254,Rocco 
 4630,"Tipos de Mentes","Daniel Dennett",DISPONIVEL,"Psicologia ",168,Rocco 
 4631,"Que Venha a Tempestade","Paul Bowles",DISPONIVEL,"Literatura Estrangeira ",310,Rocco 
 4632,"Vivendo Buda; vivendo Cristo","Thich Nhat Hanh ",DISPONIVEL,"  ",200,Rocco 
 4633,Desobedecendo,"Henry David Thoreau",DISPONIVEL," Apresentação de Fernando Gabeira ",167,Rocco 
 4634,"Uma manhã em Tidewater","William Styron",DISPONIVEL,"  ",132,Rocco 
 4635,"Memnoch ","Anne Rice",DISPONIVEL,"Romance / Ficção / Religião e Espiritualidade ",348,Rocco 
 4636,"A caixa de natal","Richard Paul Evans",DISPONIVEL," ",88,Rocco 
 4637,"Cem anos de uma paixão","Cláudia Mattos",DISPONIVEL," ",125,Rocco 
 4638,"Histórias Histéricas","Elaine Showalter",DISPONIVEL," ",293,Rocco 
 4639,"A Ostra e o Vento","Walter Lima Jr",DISPONIVEL," ",92,Rocco 
 4640,"prova material","John T. Lescroart",DISPONIVEL," ",504,Rocco 
 4641,"Homens são de Marte; mulheres são de Vênus "," John Gray, Ph.D.",DISPONIVEL,"Autoajuda / Psicologia ",304,Rocco 
 4642,"Cambada de Arruaceiros","Tom Sharpe",DISPONIVEL," ",235,Rocco 
 4643,"Negação Extrema","David Morrell",DISPONIVEL," ",470,Rocco 
 4644,"A casa e a rua","Roberto DaMatta",DISPONIVEL,"Não-ficção / Sociologia ",151,Rocco 
 4645,"Cigarros São Sublimes","Richard Klein",DISPONIVEL," ",264,Rocco 
 4646,"Laços de Família","Clarice Lispector",DISPONIVEL,"Literatura Brasileira / Contos / Ficção / Romance ",168,Rocco 
 4647,"A escolha da Dra. Cole","Noah Gordon",DISPONIVEL,"Literatura Estrangeira / Romance ",324,Rocco 
 4648,"Mundo Perdido","Michael Crichton",DISPONIVEL,"Literatura Estrangeira ",458,Rocco 
 4649,"O homem que fazia chover","John Grisham",DISPONIVEL,"Ficção ",584,Rocco 
 4650,"O Dossiê Pelicano","John Grisham",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ",392,Rocco 
 4651,"Destinos Piores que a Morte","Kurt Vonnegut",DISPONIVEL," ",240,Rocco 
 4652,witchlight,"Marion Zimmer Bradley",DISPONIVEL," ",365,Rocco 
 4653,"Sem açúcar com afeto","Sônia Hirsch",DISPONIVEL,"Medicina e Saúde ",109,CorreCotia 
 4654,"Cães Negros","Ian McEwan",DISPONIVEL," ",151,Rocco 
 4655,"Gostos adquiridos","Peter Mayle",DISPONIVEL,"Artes / Aventura / Bem estar e lazer / Comunicação / Crônicas / Culinária e Gastronomia / Entretenimento / Ficção / História / Literatura Estrangeira / Moda, Estilo e Beleza / Não-ficção / Sociologia / Turismo e Viagens ",172,Rocco 
 4656,"A Campanha","Carlos Fuentes",DISPONIVEL," ",255,Rocco 
 4657,"Lembre-se de mim","Mary Higgins Clark",DISPONIVEL," ",261,Rocco 
 4658,"Grande Hotel","Quentin Tarantino",DISPONIVEL," ",182,Rocco 
 4659,"Trainspotting & Cova Rasa","John Hodge",DISPONIVEL," ",256,Rocco 
 4660,"O Cliente","John Grisham",DISPONIVEL,"  ",430,Rocco 
 4661,"O Prazer Sagrado","Riane Eisler",DISPONIVEL," Sexo e Sexologia ",636,Rocco 
 4662,"Os Números da Natureza","Ian Stewart",DISPONIVEL," ",122,Rocco 
 4663,"Flores Raras e Banalíssimas","Carmen L. Oliveira",DISPONIVEL,"  ",221,Rocco 
 4664,"Sonhos de uma teoria final","Steven Weinberg",DISPONIVEL," ",248,Rocco 
 4665,"O Quark e o Jaguar","Murray Gell-Mann",DISPONIVEL,"Não-ficção ",396,Rocco 
 4666,"This boy's life","Tobias Wolff",DISPONIVEL," ",244,Rocco 
 4667,"jardim de cimento","Ian McEwan",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",132,Rocco 
 4668,"Sonhos de sonhos","Antonio Tabucchi",DISPONIVEL," ",94,Rocco 
 4669,"Mary Reilly","Valerie Martin",DISPONIVEL,"Ficção / Suspense e Mistério ",224,Rocco 
 4670,"A Conexão Bellarosa","Saul Bellow",DISPONIVEL," ",132,Rocco 
 4671,"Depois do anoitecer","Phillip Margolin",DISPONIVEL,"  ",320,Rocco 
 4672,"A Marca do Felino","Valerie Martin ",DISPONIVEL," ",307,Rocco 
 4673,"Hildegard de Bingen","Régine Pernoud",DISPONIVEL," ",134,Rocco 
 4674,"Homens; mulheres e relacionamentos"," John Gray, Ph.D.",DISPONIVEL,"Autoajuda ",279,Rocco 
 4675,"A seta do tempo","Martin Amis",DISPONIVEL," ",142,Rocco 
 4676,"Shakespeare Apaixonado","Tom Stoppard",DISPONIVEL," O livro deu origem ao filme que ganhou o Oscar de melhor filme de 1999 ",156,Rocco 
 4677,"A Experiência","Yvonne Navarro",DISPONIVEL," ",244,Rocco 
 4678,"Os Samurais","Julia Kristeva",DISPONIVEL,"Literatura Estrangeira ",320,Rocco 
 4679,"Pavarotti - Meu Mundo","Luciano Pavarotti",DISPONIVEL," ",304,Rocco 
 4680,"O Sétimo Selo","Melvyn Bragg",DISPONIVEL," ",88,Rocco 
 4681,Lolita,"Richard Corliss",DISPONIVEL," ",124,Rocco 
 4682,"A Escolha da Dra Cole","Noah Gordon ",DISPONIVEL,"  ",320,Rocco 
 4683,"O cavaleiro do medo",R.L.Stine,DISPONIVEL,"Veja só como vai ser a noite de que Miguel nunca vai se esquecer! ",106,Rocco 
 4684,Lasher,"Anne Rice",DISPONIVEL,"Fantasia / Ficção / Horror / Literatura Estrangeira / Romance / Terror ",544,Rocco 
 4685,"Reorganize sua bagagem","Richard J. Leider",DISPONIVEL,"  ",250,Rocco 
 4686,"Keith Jarrett no Blue Note","Silviano Santiago",DISPONIVEL," ",148,Rocco 
 4687,"Jesuíno; o Profeta","Chico Anysio",DISPONIVEL," ",168,Rocco 
 4688,Palimpsesto,"Gore Vidal",DISPONIVEL,"Literatura Estrangeira / Biografia, Autobiografia, Memórias / LGBT / GLS ",400,Rocco 
 4689,"O diamante de Jerusalém","Noah Gordon",DISPONIVEL," Por trás da velocidade da espionagem, esta um outro diamante: a riqueza dessa cultura desde os tempos bíblicos até as reivindicações do Estado de IsraelLiteratura Estrangeira / Ficção / História ",300,Rocco 
 4690,"O Servo dos Ossos","Anne Rice",DISPONIVEL," Horror / Ficção / Drama / Fantasia / Terror / Suspense e Mistério / Literatura Estrangeira / Romance ",384,Rocco 
