index,titulo,autor,n_pags,editora,genero 
 2705,"Para não esquecer","Clarice Lispector",160,Rocco,"Crônicas / Literatura Brasileira " 
 2706,"Felicidade clandestina","Clarice Lispector",160,Rocco,"Contos / Ficção / Literatura Brasileira " 
 2707,"Entrevista com Vampiro","Anne Rice",320,Rocco,"Fantasia / Ficção / Literatura Estrangeira / Romance / Terror " 
 2708,"Você é Fodona!","Jen Sincero",272,Rocco,"Autoajuda / Literatura Estrangeira " 
 2709,"Confusões de Um Ano Desastroso","Emma Chastain",320,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira " 
 2710,"Modern Love","Daniel Jones",304,Rocco,"Biografia, Autobiografia, Memórias / Crônicas / Drama / Ficção / Literatura Estrangeira / Não-ficção / Romance " 
 2711,"Harry Potter e o Cálice de Fogo","J.K. Rowling ",608,Rocco,"Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério " 
 2712,"Harry Potter e a Ordem da Fênix","J.K. Rowling ",800,Rocco,"Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério / Jovem adulto / Línguas Estrangeiras " 
 2713,"Harry Potter e o Enigma do Príncipe","J.K. Rowling ",544,Rocco,"Infantojuvenil / Literatura Estrangeira / Aventura / Fantasia / Ficção / Romance / Suspense e Mistério " 
 2714,"Harry Potter e as Relíquias da Morte","J.K. Rowling ",640,Rocco,"Ficção / Aventura / Fantasia / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério / Jovem adulto " 
 2715,"Harry Potter e o Prisioneiro de Azkaban","J.K. Rowling ",368,Rocco,"Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério " 
 2716,"Harry Potter e a Câmara Secreta","J.K. Rowling ",288,Rocco,"Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério " 
 2717,"Harry Potter e a Pedra Filosofal","J.K. Rowling ",256,Rocco,"Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério " 
 2718,"A Bela e A Fera","Clarice Lispector",128,Rocco,"Contos / Ficção / Literatura Brasileira " 
 2719,Renegados,"Marissa Meyer",512,Rocco,"Fantasia / Ficção científica / Jovem adulto / Literatura Estrangeira " 
 2720,"Ponto Cego","Rebecca Scherm",384,Rocco,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 2721,"A Maçã no Escuro","Clarice Lispector",400,Rocco,"Literatura Brasileira / Romance " 
 2722,"A cantiga dos pássaros e das serpentes","Suzanne Collins",576,Rocco,"Edição com dois marcadores da pré-vendaDistopia / Fantasia / Ficção / Ficção científica / Jovem adulto / Literatura Estrangeira " 
 2723,"Cabala e a arte de preservação da alegria","Nilton Bonder",144,Rocco," Vamos juntos? - MARCELO MADUREIRA, Casseta & Planeta""Autoajuda " 
 2724,"Os Amadores","Sara Shepard",320,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério " 
 2725,"Nós somos o clima","Jonathan Safran Foer",288,Rocco,"Literatura Estrangeira / Não-ficção " 
 2726,"A Descoberta do Mundo","Clarice Lispector",624,Rocco,"Crônicas / Literatura Brasileira " 
 2727,"A Legião Estrangeira","Clarice Lispector",128,Rocco," - BERTA WALDMAN, Profª de Literatura Brasileira e Teoria Literária  UNICAMP/USPContos " 
 2728,"Não Faça Tempestade em Copo D'água...","Richard Carlson",224,Rocco,"Autoajuda / Literatura Estrangeira / Não-ficção " 
 2729,"Topeka School","Ben Lerner",336,Rocco,"Ficção / Literatura Estrangeira " 
 2730,"Sobre Amor e Estrelas","Pam Gonçalves",208,Rocco,"Ficção / Literatura Brasileira " 
 2731,"As Vantagens de Ser Invisível","Stephen Chbosky",288,Rocco,"Infantojuvenil / Jovem adulto / Literatura Estrangeira / Romance " 
 2732,"Cidades afundam em dias normais","Aline Valek",256,Rocco," Ao saber da notícia, Kênia Lopes, uma antiga moradora da cidade, decidiu que precisava fotografar as ruínas, como se em busca da resposta para uma questão jamais respondida: o que faziam os moradores enquanto aquele pequeno apocalipse se aproximava?Ficção / Ficção científica / Literatura Brasileira " 
 2733,"Todas as Cartas","Clarice Lispector",864,Rocco,"Literatura Brasileira / Não-ficção / Romance " 
 2734,Imutável,"Jessica Brody",448,Rocco,"""Ficção / Ficção científica / Jovem adulto / Literatura Estrangeira / Romance " 
 2735,"A Vista Infinita","Katharine McGee",384,Rocco,"Ficção científica / Jovem adulto / Literatura Estrangeira / Romance " 
 2736,"Uma aprendizagem ou o livro dos prazeres","Clarice Lispector",160,Rocco,"Drama / Ficção / Literatura Brasileira / Romance " 
 2737,"Outros escritos","Clarice Lispector",192,Rocco,"Drama / Literatura Brasileira / Não-ficção / Romance " 
 2738,"A Economia da Paixão","Charles Duhigg",304,Rocco,"Economia, Finanças / Literatura Estrangeira / Não-ficção " 
 2739,"Comunhão do Sangue","Anne Rice",224,Rocco,"Ficção / Ficção / Literatura Estrangeira / Literatura Estrangeira / Romance / Romance " 
 2740,"Diário de quarentena","Frei Betto",224,Rocco,"Biografia, Autobiografia, Memórias / Literatura Brasileira / Não-ficção " 
 2741,"Como ser leve em um mundo pesado","Fernando Rocha",128,Rocco,"Autoajuda / Literatura Brasileira / Não-ficção " 
 2742,Sono,"Nick Littlehales",192,Rocco,"Bem estar e lazer / Literatura Estrangeira / Não-ficção " 
 2743,"Quadribol Através dos Séculos","J.K. Rowling ",144,Rocco,"Fantasia / Ficção / Infantojuvenil / Jogos / Literatura Estrangeira " 
 2744,Fabulador,"Jessica Townsend",368,Rocco,"Fantasia / Infantojuvenil / Jovem adulto / Literatura Estrangeira / Romance " 
 2745,"A paixão segundo G. H.","Clarice Lispector",192,Rocco,"Ficção / Literatura Brasileira / Romance " 
 2746,"Água viva","Clarice Lispector",96,Rocco,"Ficção / Literatura Brasileira / Romance " 
 2747,"Um sopro de vida","Clarice Lispector",192,Rocco,"Ficção / Literatura Brasileira / Romance " 
 2748,"Coisas da Cosa Nostra","Giovanni Falcone E Marcelle Padovani",192,Rocco,"Literatura Estrangeira / Não-ficção " 
 2749,"O Ickabog","J.K. Rowling ",288,Rocco,"Infantojuvenil / Literatura Estrangeira " 
 2750,"Harry Potter e a Pedra Filosofal","J.K. Rowling ",223,Rocco," A partir de então Harry passa a conhecer um mundo mágico que jamais imaginara, vivendo as mais diversas aventuras com seus mais novos amigos, Rony Weasley e Hermione GrangerFantasia / Ficção " 
 2751,"A Hora da Estrela","Clarice Lispector",80,Rocco,"Ficção / Literatura Brasileira / Romance " 
 2752,"Você sabe com quem está falando?","Roberto DaMatta",1208,Rocco,"Literatura Brasileira / Não-ficção / Sociologia " 
 2753,"Harry Potter e o Prisioneiro de Azkaban","J.K. Rowling ",318,Rocco,"Aventura / Entretenimento / Fantasia " 
 2754,"Harry Potter e o Cálice de Fogo","J.K. Rowling ",535,Rocco," Será que estão preparados?Aventura / Entretenimento / Ficção " 
 2755,"Harry Potter e a Ordem da Fênix","J.K. Rowling ",703,Rocco,"Aventura / Entretenimento / Fantasia " 
 2756,"Harry Potter e o Enigma do Príncipe","J.K. Rowling ",471,Rocco,"Aventura / Entretenimento / Fantasia " 
 2757,"Harry Potter e as Relíquias da Morte","J.K. Rowling ",548,Rocco,"Aventura / Entretenimento / Fantasia " 
 2758,"Fergus Voador","Chris Hoy",128,Rocco,"Infantojuvenil / Literatura Estrangeira " 
 2759,"Um Estudo em Charlotte","Brittany Cavallaro",384,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério " 
 2760,Letal,"Sandra Brown",432,Rocco,"Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério " 
 2761,"Tijolos Amarelos em Guerra","Danielle Paige",240,Rocco,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira " 
 2762,"A Garota do Casaco Azul","Monica Hesse",336,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério " 
 2763,Maddaddão,"Margaret Atwood",448,Rocco,"Distopia / Ficção científica / Literatura Estrangeira " 
 2764,"Livro Do Cemitério","Neil Gaiman",176,Rocco,"Ficção / HQ, comics, mangá / Literatura Estrangeira " 
 2765,"Quatro Mulheres Sob o Sol da Toscana","Frances Mayes",464,Rocco,"Ficção / Literatura Estrangeira / Romance " 
 2766,"Se eu não te vir primeiro","Eric Lindstrom",320,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 2767,"Água viva","Clarice Lispector",224,Rocco,"Ficção / Literatura Brasileira / Romance " 
 2768,"A Altura Deslumbrante","Katharine McGee",384,Rocco,"Ficção científica / Jovem adulto / Literatura Estrangeira / Romance " 
 2769,"A Persuasão Feminina","Meg Wolitzer",416,Rocco,"Ficção / Literatura Estrangeira / Romance " 
 2770,"O dia em que Caco Botão ficou sem energia","Suzanne Collins",32,Rocco,"Ilustração: Mike LesterHumor, Comédia / Infantil / Literatura Estrangeira " 
 2771,"Sucesso no Trabalho","Morten T. Hansen",320,Rocco,"Administração / Economia, Finanças / Literatura Estrangeira / Negócios e Empreendedorismo " 
 2772,"O Santo","César Aira",192,Rocco,"Ficção / Literatura Estrangeira " 
 2773,"Fergus Voador","Chris Hoy",128,Rocco," Humor, Comédia / Infantojuvenil / Literatura Estrangeira " 
 2774,"Branco Letal","Robert Galbraith",369,Rocco," EDIÇÃO EM CAPA DURAFicção / Literatura Estrangeira / Suspense e Mistério " 
 2775,"Rádio Silêncio","Alice Oseman",448,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira " 
 2776,"O Jogo da Mentira","Ruth Ware",352,Rocco,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 2777,"Destinos Divididos","Veronica Roth",448,Rocco,"Distopia / Ficção científica / Jovem adulto / Literatura Estrangeira " 
 2778,"O Fecho","Sloane Crosley",416,Rocco,"Chick-lit / Ficção / Literatura Estrangeira / Romance / Suspense e Mistério " 
 2779,"A Namorada Perfeita","Karen Hamilton",432,Rocco,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 2780,"O Conto da Aia","Margaret Atwood",240,Rocco,"Distopia / Drama / Ficção / HQ, comics, mangá / Jovem adulto " 
 2781,Nevermoor,"Jessica Townsend",352,Rocco,"Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira " 
 2782,"Sobre o amor","Tavi Gevinson",320,Rocco,"COM A PARTICIPAÇÃO DE:John Green  Rainbow Rowell  Alessia Cara  Emma Straub  Florence Welch  Jenny Zhang  Etgar Keret  Gabourey Sidibe  Janet Mock  Bassey Ikpi  Mitski Miyawaki  Hilton Als  Maria Popova  Marlo Thomas E MUITO MAIS!Uma coletânea da revista americana Rookie - Organizado por Tavi GevinsonEnsaios / Jovem adulto / Romance " 
 2783,"Harry Potter e o Cálice de Fogo","J.K. Rowling ",464,Rocco," Imperdível!  Fantasia / Infantojuvenil " 
 2784,"O Garfo; a Bruxa e o Dragão: Eragon","Christopher Paolini",227,Rocco,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira " 
 2785,Sulwe,"Lupita Nyongo",48,Rocco,"Fantasia / Ficção / Infantil " 
 2786,"Acabem com a Ivy Pocket","Caleb Krisp",344,Rocco,"Aventura / Fantasia / Ficção / Jovem adulto " 
 2787,"O Pequeno Príncipe","Antoine de Saint-Exupéry",128,Rocco,"Infantil / Infantojuvenil / Aventura / Contos / Contos / Drama / Drama / Educação / Educação / Fábula / Fantasia / Fábula / Ficção / Fantasia / Filosofia / Ficção / Filosofia / Jovem adulto / Jovem adulto / Literatura Estrangeira / Literatura Estrangeira " 
 2788,"Grandes Dias e outras Histórias","Donald Barthelme",304,Rocco,"Contos " 
 2789,"Os Testamentos","Margaret Atwood",448,Rocco,"Distopia / Ficção científica / Literatura Estrangeira " 
 2790,"Corpos Ocultos","Caroline Kepnes",352,Rocco,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 2791,Rebel,"Marie Lu",320,Rocco,"Distopia / Ficção científica / Jovem adulto / Literatura Estrangeira " 
 2792,"Biblioteca sobre rodas","David Whitehouse",288,Rocco,"Drama / Ficção / Literatura Estrangeira " 
 2793,"Perto do coração selvagem","Clarice Lispector",208,Rocco," Ficção / Literatura Brasileira / Romance " 
 2794,"A cidade sitiada","Clarice Lispector",208,Rocco," Ficção / Literatura Brasileira / Romance " 
 2795,"O lustre","Clarice Lispector",296,Rocco," Ficção / Literatura Brasileira / Romance " 
 2796,"As Aventuras do Tempo","Miriam Leitão",40,Rocco,"Ficção / Infantil / Literatura Brasileira " 
 2797,"Deixe a neve cair","John Green",336,Rocco,"Contos / Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 2798,"Cabala e a arte do tratamento da cura","Nilton Bonder",144,Rocco,"Literatura Estrangeira / Religião e Espiritualidade " 
 2799,"O mito da beleza","Naomi Wolf",490,Rosa,"Sociologia " 
 2800,"99 Dias: 1 Complicado Amor de Verão","Katie Cotugno",384,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 2801,"Um Ano Solitário","Alice Oseman",384,Rocco,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 2802,"Amantes Modernos","Emma Straub",384,Rocco,"Chick-lit / Ficção / Literatura Estrangeira " 
 2803,"Estamos Todos Completamente Transtornados"," Karen Joy Fowler ",336,Rocco,"Ficção / Literatura Estrangeira / Romance " 
 2804,"Notícias em Três Linhas","Félix Fénéon ",192,Rocco,"Biografia, Autobiografia, Memórias / Literatura Estrangeira " 
 2805,Blimundo,"Celso Sisto",40,Rocco," Será o fim desse boi extraordinário cujo único erro é acreditar no amor, na paz, na liberdade e na justiça?Literatura Brasileira " 
 2806,"A Viajante: O Passado é Implacável","Arwen Elys Dayton",384,Fantástica,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira " 
 2807,Você,"Caroline Kepnes",384,Rocco,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 2808,"O Exame Final","Gitty Daneshvari",304,Rocco," Wellington e seu enteado, Abernathy, não conseguem se entender e vencer seus próprios fantasmas?Fantasia / Ficção / Infantojuvenil " 
 2809,"Zilda Arns","Ernesto Rodrigues",288,Rocco,"Biografia, Autobiografia, Memórias / Literatura Brasileira " 
 2810,10:04,"Ben Lerner",272,Rocco,"Ficção / Literatura Estrangeira / Romance " 
 2811,"Príncipe Lestat e Os Reinos de Atlântida","Anne Rice",480,Rocco,"com/wiki/AmelAventura / Esoterismo / Fantasia / Ficção / História / Horror / Jovem adulto / Literatura Estrangeira / Romance / Suspense e Mistério / Terror " 
 2812,"O Milésimo Andar","Katharine McGee",416,Rocco,"Ficção científica / Jovem adulto / Literatura Estrangeira / Romance " 
 2813,"O Que Restou","Alexandra Oliva",320,Rocco,"Distopia / Ficção científica / Literatura Estrangeira " 
 2814,"Sem Coração","Marissa Meyer",416,Rocco,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 2815,"O 14º Peixinho Dourado","Jennifer L. Holm",192,Rocco," Será que o vovô Melvin teria finalmente descoberto o segredo para a juventude eterna?Psicologia / Romance / Literatura Estrangeira / Psicologia / Romance " 
 2816,"A mente influente","Tali Sharot",224,Rocco,"Literatura Estrangeira / Psicologia " 
 2817,"Harry Potter e o Prisioneiro de Azkaban","J.K. Rowling ",336,Rocco,"Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério " 
 2818,"Os Hóspedes","Sarah Waters",416,Rocco,"Ficção / Literatura Estrangeira / Romance " 
 2819,"Uma Certa Crueldade","Sophie Hannah",464,Rocco,"Crime / Ficção / Literatura Estrangeira / Romance policial " 
 2820,"Sangue Infernal","James Rollins",416,Rocco,"Ficção / Literatura Estrangeira " 
 2821,"Sandman e A Guerra dos Sonhos","William Joyce",240,Rocco," Será que ele vencerá o próprio sono e se juntará aos Guardiões na luta contra o mal?Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira " 
 2822,"Correio para Mulheres","Clarice Lispector",400,Rocco,"Crônicas / Ficção / Literatura Brasileira " 
 2823,"Alma & Política","Nilton Bonder",192,Rocco,"Literatura Brasileira / Política / Religião e Espiritualidade " 
 2824,"Estratégias de liderança de Confúcio","john adair",176,Rocco,"Literatura Estrangeira / Negócios e Empreendedorismo " 
 2825,"A única história","Julian Barnes ",224,Rocco,"Ficção / Literatura Estrangeira " 
 2826,"Confissões de Uma Garota Desastrada","Emma Chastain",320,Rocco," Afinal, ter o que fazer sempre evita desastres, certo?Ficção / Jovem adulto / Literatura Estrangeira " 
 2827,"Todas as Crônicas","Clarice Lispector",704,Rocco,"Crônicas / Literatura Brasileira " 
 2828,"A Guerra De Ashley","Gayle Tzemach Lemmon",320,Rocco,"Biografia, Autobiografia, Memórias / História / Literatura Estrangeira " 
 2829,"Oryx e Crake","Margaret Atwood",352,Rocco,"Distopia / Ficção / Ficção científica / Literatura Estrangeira / Romance " 
 2830,"A Menina da Montanha","Tara Westover",352,Rocco,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção " 
 2831,"O Artista da Faca","Irvine Welsh",256,Rocco,"Ficção / Literatura Estrangeira " 
 2832,"Tudo Que Você Quiser Que Eu Seja","Mindy Mejia",352,Rocco," E fica a questão: o amor leva ao autoconhecimento ou à destruição?Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério " 
 2833,"Mulheres que Correm com os Lobos","Clarissa Pinkola Estés",576,Rocco,"Literatura Estrangeira / Psicologia " 
 2834,"Três Amigas; no Ritmo do Blues","Edward Kelsey Moore",416,Rocco,"Ficção / Literatura Estrangeira " 
 2835,"O Galo Gago","Antonio Carlos Secchin",40,Rocco,"Infantil / Literatura Brasileira " 
 2836,"Desafiando as Estrelas","Claudia Gray",384,Fantástica,"Ficção científica / Jovem adulto / Literatura Estrangeira " 
 2837,"Meus 15 anos","Luiza Trigo",232,Rocco,"Infantojuvenil / Literatura Brasileira " 
 2838,"Crave a Marca","Veronica Roth",480,Rocco,"Distopia / Ficção científica / Jovem adulto / Literatura Estrangeira " 
 2839,"O Clube de Leitura de Jane Austen"," Karen Joy Fowler ",320,Rocco," O livro é uma excelente porta de entrada para a obra de Jane Austen e agrada em cheio também aos já fãs da autoraHistória / Literatura Estrangeira / Romance " 
 2840,"Tom Jones","Henry Fielding",320,Rocco,"Infantojuvenil / Literatura Estrangeira / Romance / Aventura / Cinema / Drama / Ficção / Suspense e Mistério " 
 2841,Fic,"Anne Jamison",400,Rocco,"Ensaios / Literatura Estrangeira " 
 2842,"Sangue Inocente","James Rollins",464,Rocco,"Fantasia / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 2843,"Diário De Um Corpo","Daniel Pennac",336,Rocco,"Biografia, Autobiografia, Memórias / Ficção / Literatura Estrangeira " 
