,titulo,autor,disp
436,Baseado em fatos reais,Delphine de Vigan,/DISPONIVEL
437,Biblioteca de Almas,Ransom Riggs,/DISPONIVEL
438,Os Dois Terríveis ainda piores,Jory John e Mac Barnett,/DISPONIVEL
439,Alerta Vermelho,Bill Browder,/DISPONIVEL
440,Garra,Angela Duckworth,/DISPONIVEL
441,As mil noites,E.K. Johnston,/DISPONIVEL
442,Ilustre Poesia,Pedro Gabriel,/DISPONIVEL
443,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL
444,Depois de Você,Jojo Moyes,/DISPONIVEL
445,Temporada de acidentes,Moïra Fowley-Doyle,/DISPONIVEL
446,Os encontros,J. A. Hazeley e J. P. Morris,/DISPONIVEL
447,O Hipster,J. A. Hazeley e J. P. Morris,/DISPONIVEL
448,A ressaca,J. A. Hazeley e J. P. Morris,/DISPONIVEL
449,Manual do usuário - O marido,J. A. Hazeley e J. P. Morris,/DISPONIVEL
450,Manual do usuário - A esposa,J. A. Hazeley e J. P. Morris,/DISPONIVEL
451,A grana,Cynthia D'Aprix Sweeney,/DISPONIVEL
452,Contos peculiares,Ransom Riggs,/DISPONIVEL
453,Os Arquivos Perdidos: O Despertar dos Legados,Pittacus Lore,/DISPONIVEL
454,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL
455,Legado,Hugh Howey,/DISPONIVEL
456,O paradoxo do Chimpanzé,Prof. Steve Peters,/DISPONIVEL
457,Fãs do impossível,Kate Scelsa,/DISPONIVEL
458,Diário de um ladrão de oxigênio,Anônimo,/DISPONIVEL
459,Nimona,Noelle Stevenson,/DISPONIVEL
460,O Martelo de Thor,Rick Riordan,/DISPONIVEL
461,Unidos somos um,Pittacus Lore,/DISPONIVEL
462,Deuses americanos,Neil Gaiman,/DISPONIVEL
463,Como matar a borboleta-azul,Monica de Bolle,/DISPONIVEL
464,Não se enrola; não,Isabela Freitas,/DISPONIVEL
465,A filha perdida,Elena Ferrante,/DISPONIVEL
466,Uma noite na praia,Elena Ferrante,/DISPONIVEL
467,A garota com a tribal nas costas,Amy Schumer,/DISPONIVEL
468,O hotel na Place Vendôme,Tilar J. Mazzeo,/DISPONIVEL
469,O Adulto,Gillian Flynn,/DISPONIVEL
470,As Chamas do Paraíso,Robert Jordan,/DISPONIVEL
471,Baseado em Fatos Reais,Delphine de Vigan,/DISPONIVEL
472,Enquanto houver champanhe; há esperança,Joaquim Ferreira dos Santos,/DISPONIVEL
473,O Som do Amor,Jojo Moyes,/DISPONIVEL
474,A Química,Stephenie Meyer,/DISPONIVEL
475,Baseado em fatos reais,Delphine de Vigan,/DISPONIVEL
476,O cérebro adolescente,Dra. Frances E. Jensen com Amy Ellis Nutt,/DISPONIVEL
477,Tony & Susan,Austin Wright,/DISPONIVEL
478,Como mentir com estatística,Darrell Huff,/DISPONIVEL
479,História da sua vida e outros contos, Ted Chiang ,/DISPONIVEL
480,Sully,Chesley Sully Sullenberger com Jeffrey Zaslow,/DISPONIVEL
481,O Lar da Srta. Peregrine para Crianças Peculiares,Ransom Riggs,/DISPONIVEL
482,Os Arquivos Perdidos: A Caça,Pittacus Lore,/DISPONIVEL
483,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL
484,O adulto,Gillian Flynn,/DISPONIVEL
485,A Última Carta de Amor,Jojo Moyes,/DISPONIVEL
486,Belgravia: O passado retorna (Capítulo 10),Julian Fellowes,/DISPONIVEL
487,Cinco Minutos,José de Alencar,/DISPONIVEL
488,Cinquenta Tons de Cinza,E.L. James,/DISPONIVEL
489,Grey,E.L. James,/DISPONIVEL
490,Fantasma (e-Book),Jason Reynolds,/DISPONIVEL
491,O regresso,Michael Punke,/DISPONIVEL
492,O regresso,Michael Punke,/DISPONIVEL
493,A Ditadura Acabada,Elio Gaspari,/DISPONIVEL
494,Depois de você,Jojo Moyes,/DISPONIVEL
495,Lugar nenhum,Neil Gaiman,/DISPONIVEL
496,O amor segundo Buenos Aires,Fernando Scheller,/DISPONIVEL
497,Depois de você,Jojo Moyes,/DISPONIVEL
498,Percy Jackson e os Deuses Gregos,Rick Riordan,/DISPONIVEL
499,Sonhos Com Deuses e Monstros,Laini Taylor,/DISPONIVEL
500,S.,Doug Dorst,/DISPONIVEL
501,Léxico,Max Barry,/DISPONIVEL
502,Quem é Você; Alasca?,John Green,/DISPONIVEL
503,Half Wild,Sally Green,/DISPONIVEL
504,A Espada do Verão,Rick Riordan,/DISPONIVEL
505,Sniper Americano,Chris Kyle,/DISPONIVEL
506,A Nova República ,Lionel Shriver,/DISPONIVEL
507,As Presas ,Andrew Fukuda,/DISPONIVEL
508,Um Mais Um,Jojo Moyes,/DISPONIVEL
509,A Economia da Desigualdade,Thomas Piketty,/DISPONIVEL
510,Caixa de Pássaros,Josh Malerman,/DISPONIVEL
511,Objetos Cortantes ,Gillian Flynn,/DISPONIVEL
512,Como o Google Funciona ,Eric Schmidt,/DISPONIVEL
513,Até Você Ser Minha,Samantha Hayes,/DISPONIVEL
514,Uma Breve História do Tempo ,Stephen Hawking,/DISPONIVEL
515,A Verdade É uma Caverna nas Montanhas Negras,Neil Gaiman,/DISPONIVEL
516,O Destino da Número Dez ,Pittacus Lore,/DISPONIVEL
517,Ordem,Hugh Howey,/DISPONIVEL
518,Selva de Gafanhotos,Andrew Smith,/DISPONIVEL
519,Filhotes submarinos ,Seth Casteel,/DISPONIVEL
520,A Última Dança de Chaplin,Fabio Stassi ,/DISPONIVEL
521,Circo invisível ,Jennifer Egan,/DISPONIVEL
522,A segunda pátria,Miguel Sanches Neto,/DISPONIVEL
523,Dentista sinistra ,David Walliams,/DISPONIVEL
524,Toda luz que não podemos ver,Anthony Doerr,/DISPONIVEL
525,Os Filhos de Anansi ,Neil Gaiman,/DISPONIVEL
526,Isto Não É Um Livro,Keri Smith,/DISPONIVEL
527,Brasil: Os Frutos da Guerra ,Neill Lochery,/DISPONIVEL
528,Os Últimos Dias de Nossos Pais,Joël Dicker,/DISPONIVEL
529,O Árabe do Futuro,Riad Sattouf,/DISPONIVEL
530,Nós,David Nicholls,/DISPONIVEL
531,Navegue a lágrima,Letícia Wierzchowski,/DISPONIVEL
532,Sal; Açúcar; Gordura,Michael Moss,/DISPONIVEL
533,O Constante Correr das Horas,Justin Go,/DISPONIVEL
534,Lugares Escuros,Gillian Flynn,/DISPONIVEL
535,O livro sem figuras,B.J. Novak,/DISPONIVEL
536,Cidades de Papel,John Green,/DISPONIVEL
537,Como não ser um babaca,Meghan Doherty,/DISPONIVEL
538,A Ascensão da Sombra,Robert Jordan,/DISPONIVEL
539,Bebês submarinos,Seth Casteel,/DISPONIVEL
540,Isla e o Final Feliz,Stephanie Perkins,/DISPONIVEL
541,Estação Onze,Emily St. John Mandel,/DISPONIVEL
542,Os Guinle,Clóvis Bulcão,/DISPONIVEL
543,Quem é você; Alasca?,John Green,/DISPONIVEL
544,Não Se Iluda; Não,Isabela Freitas,/DISPONIVEL
545,Galveston, Nic Pizzolatto ,/DISPONIVEL
546,Os dois terríveis,Jory John,/DISPONIVEL
547,Moneyball,Michael Lewis,/DISPONIVEL
548,Serena,Ron Rash,/DISPONIVEL
549,Chama Negra,Alyson Noël,/DISPONIVEL
550,Terra de Sombras,Alyson Noël,/DISPONIVEL
551,Os Imortais ,Alyson Noël,/DISPONIVEL
552,Box Percy Jackson E Os Olimpianos (5 Volumes),Rick Riordan,/DISPONIVEL
553,Grey,E.L. James,/DISPONIVEL
554,Half Lies,Sally Green,/DISPONIVEL
555,Endgame - A Chave do Céu,James Frey,/DISPONIVEL
556,Mosquitolândia,David Arnold,/DISPONIVEL
557,A Mulher Perfeita É Uma Vaca,Anne-Sophie Girard,/DISPONIVEL
558,Notícias: Manual do usuário,Alain de Botton,/DISPONIVEL
559,Como a música ficou grátis,Stephen Witt,/DISPONIVEL
560,Linda; Como no Caso do Assassinato de Linda ,Leif GW Persson,/DISPONIVEL
561,História do Futuro,Miriam Leitão,/DISPONIVEL
562,Plutão ,R. J. Palacio,/DISPONIVEL
563,Destrua este diário em qualquer lugar,Keri Smith,/DISPONIVEL
564,A Coroa de Ptolomeu,Rick Riordan,/DISPONIVEL
565,Como Steve Jobs virou Steve Jobs,Brent Schlender e Rick Tetzeli,/DISPONIVEL
566,Casa de praia com piscina,Herman Koch,/DISPONIVEL
567,Deixado para morrer,Beck Weathers,/DISPONIVEL
568,A Febre,Megan Abbott ,/DISPONIVEL
569,A Sorte do Agora,Matthew Quick,/DISPONIVEL
570,A sexta extinção,Elizabeth Kolbert,/DISPONIVEL
571,Autoridade,Jeff VanderMeer,/DISPONIVEL
572,Surpreendente!,Maurício Gomyde,/DISPONIVEL
573,João e Maria,Neil Gaiman,/DISPONIVEL
574,Sonhos Partidos ,M. O. Walsh ,/DISPONIVEL
575,A guerra dos consoles ,Blake J. Harris,/DISPONIVEL
576,Sr. Holmes ,Mitch Cullin,/DISPONIVEL
577,Elon Musk,Ashlee Vance,/DISPONIVEL
578,Frank Einstein e o eletrodedo ,Jon Scieszka ,/DISPONIVEL
579,Operação Impensável ,Vanessa Barbara,/DISPONIVEL
580,É possível salvar a Europa?,Thomas Piketty,/DISPONIVEL
581,Aliança do Crime ,Dick Lehr,/DISPONIVEL
582,Primatas da Park Avenue,Wednesday Martin,/DISPONIVEL
583,A última viagem do Lusitania,Erik Larson,/DISPONIVEL
584,Miniaturista,Jessie Burton,/DISPONIVEL
585,Vida e Morte,Stephenie Meyer,/DISPONIVEL
586,Não se apega; não,Isabela Freitas,/DISPONIVEL
587,Os Arquivos Perdidos: A Fuga,Pittacus Lore,/DISPONIVEL
588,Os Arquivos Perdidos: A Navegadora,Pittacus Lore,/DISPONIVEL
589,Os Arquivos Perdidos: Guarda,Pittacus Lore,/DISPONIVEL
590,Auggie & Eu,R. J. Palacio,/DISPONIVEL
591,Cansei de ser gato: do capim ao sachê ,Amanda Nori,/DISPONIVEL
592,Caçadores de trolls,Guillermo del Toro,/DISPONIVEL
593,Uma Pergunta Por Dia,Potter Style,/DISPONIVEL
594,O Livro Secreto,Grégory Samak,/DISPONIVEL
595,História do Futuro [Versão Digital],Miriam Leitão,/DISPONIVEL
596,Diário extraordinário ,R. J. Palacio,/DISPONIVEL
597,Crepúsculo ,Stephenie Meyer,/DISPONIVEL
598,Caixa de Pássaros,Josh Malerman,/DISPONIVEL
599,Yaqui Delgado quer quebrar a sua cara,Meg Medina,/DISPONIVEL
600,A espada do verão,Rick Riordan,/DISPONIVEL
601,Uma Breve História do Tempo,Stephen Hawking,/DISPONIVEL
602,A economia da desigualdade,Thomas Piketty,/DISPONIVEL
603,Não se iluda; não,Isabela Freitas,/DISPONIVEL
604,Shingaling,R. J. Palacio,/DISPONIVEL
605,Playbook,Berney Stinson,/DISPONIVEL
606,Crepúsculo/ Vida e morte,Stephenie Meyer,/DISPONIVEL
607,Crepúsculo,Stephenie Meyer,/DISPONIVEL
608,Sharp Objects: Objetos Cortantes,Gillian Flynn,/DISPONIVEL
609,Meu Amigo Bicho-Papão,Osny Mattano Junior,/DISPONIVEL
610,Caixa de Pássaros: Bird Box,Josh Malerman,/DISPONIVEL
611,Operação impensável,Vanessa Barbara,/DISPONIVEL
612,Os Arquivos Perdidos: Box digital com 15 e-books,Pittacus Lore,/DISPONIVEL
613,O leitor do trem das 6h27,Jean-Paul Didierlaurent,/DISPONIVEL
614,O Sangue do Olimpo,Rick Riordan,/DISPONIVEL
615,Para Todos os Garotos que Já Amei,Jenny Han,/DISPONIVEL
616,Vida e Morte,Stephenie Meyer,/DISPONIVEL
617,A Grande Caçada,Robert Jordan,/DISPONIVEL
618,A Maldição do Titã: Graphic Novel,Rick Riordan,/DISPONIVEL
619,O Dragão Renascido,Robert Jordan,/DISPONIVEL
620,Como trair o herói de um dragão,Cressida Cowell,/DISPONIVEL
621,A Garota Que Você Deixou Para Trás,Jojo Moyes,/DISPONIVEL
622,A Estrela Que Nunca Vai Se Apagar,Esther Earl,/DISPONIVEL
623,Homeland: Como Tudo Começou,Andrew Kaplan,/DISPONIVEL
624,Os Forasteiros,Michelle Paver,/DISPONIVEL
625,Recomeço,Cat Patrick,/DISPONIVEL
626,O Código Bro ,Matt Kuhn,/DISPONIVEL
627,Salinger,Shane Salerno,/DISPONIVEL
628,A Ditadura Envergonhada,Elio Gaspari,/DISPONIVEL
629,A Ditadura Escancarada,Elio Gaspari,/DISPONIVEL
630,A Ditadura Derrotada,Elio Gaspari,/DISPONIVEL
631,A Ditadura Encurralada,Elio Gaspari,/DISPONIVEL
632,Olhe Para Mim,Jennifer Egan,/DISPONIVEL
633,Guia Rápido Para Uma Vida Longa, David B. Agus,/DISPONIVEL
634,A Vingança dos Sete,Pittacus Lore,/DISPONIVEL
635,O Cajado de Serápis,Rick Riordan,/DISPONIVEL
636,Schroder,Amity Gaige,/DISPONIVEL
637,Uma Questão de Caráter,Paul Tough,/DISPONIVEL
638,Restos Humanos,Elizabeth Haynes,/DISPONIVEL
639,O Que Me Faz Pular,Naoki Higashida,/DISPONIVEL
640,365 Dias Extraordinários,R. J. Palacio,/DISPONIVEL
641,A Loja de Tudo,Brad Stone,/DISPONIVEL
642,O Discurso Faça Boa Arte,Neil Gaiman,/DISPONIVEL
643,Claros Sinais de Loucura,Karen Harrington,/DISPONIVEL
644,Catástrofe,Max Hastings,/DISPONIVEL
645,O Rei de Amarelo,Robert W. Chambers,/DISPONIVEL
646,Réquiem,Lauren Oliver,/DISPONIVEL
647,A verdade sobre o caso Harry Quebert,Joël Dicker,/DISPONIVEL
648,A Culpa é das Estrelas,John Green,/DISPONIVEL
649,Orange Is The New Black,Piper Kerman,/DISPONIVEL
650,Briga de Cachorro Grande,Fred Vogelstein,/DISPONIVEL
651,Como Treinar O Seu Dragão,Cressida Cowell,/DISPONIVEL
652,Não Se Apega; Não,Isabela Freitas,/DISPONIVEL
653,A Pequena Cozinha em Paris,Rachel Khoo,/DISPONIVEL
654,Passarinho,Crystal Chan,/DISPONIVEL
655,O Inverno de Frankie Machine,Don Winslow,/DISPONIVEL
656,A Verdade Sobre Nós,Amanda Grace,/DISPONIVEL
657,Aniquilação,Jeff VanderMeer,/DISPONIVEL
658,O Espelho do Tempo,Catherine Fisher,/DISPONIVEL
659,Cozinhar,Michael Pollan,/DISPONIVEL
660,O Sangue do Olimpo ,Rick Riordan,/DISPONIVEL
661,The Leftovers,Tom Perrotta,/DISPONIVEL
662,Os Lança-Chamas,Rachel Kushner,/DISPONIVEL
663,Cidades de Papel,John Green,/DISPONIVEL
664,Pó de Lua ,Clarice Freire,/DISPONIVEL
665,Flash Boys,Michael Lewis,/DISPONIVEL
666,Uma Constelação de Fenômenos Vitais,Anthony Marra,/DISPONIVEL
667,Circuito de Mentiras,Juliet Macur,/DISPONIVEL
668,Destrua Este Diário,Keri Smith,/DISPONIVEL
669,A 25ª Hora,Virgil Gheorghiu,/DISPONIVEL
670,O Ladrão de Raios,Rick Riordan,/DISPONIVEL
671,A Maldição do Titã,Rick Riordan,/DISPONIVEL
672,O Último Olimpiano,Rick Riordan,/DISPONIVEL
673,O Filho De Netuno,Rick Riordan,/DISPONIVEL
674,Garota Exemplar,Gillian Flynn,/DISPONIVEL
675,O dia seguinte,Rhidian Brook,/DISPONIVEL
676,Queria ver você feliz,Adriana Falcão ,/DISPONIVEL
677,O Capítulo do Julian,R. J. Palacio,/DISPONIVEL
678,Listografia,Lisa Nola,/DISPONIVEL
679,Um Elefante Quase Incomoda Muita Gente,David Walliams,/DISPONIVEL
680,Arte Como Terapia,Alain de Botton,/DISPONIVEL
681,Segundo ,Pedro Gabriel,/DISPONIVEL
682,Não Sou Uma Dessas,Lena Dunham,/DISPONIVEL
683,Filme Noturno,Marisha Pessl,/DISPONIVEL
684,Réquiem,Lauren Oliver,/DISPONIVEL
685,Max Perkins,A. Scott Berg,/DISPONIVEL
686,Cachorros Submarinos,Seth Casteel,/DISPONIVEL
687,Annie,Thomas Meehan,/DISPONIVEL
688,A Marca de Atena,Rick Riordan,/DISPONIVEL
689,A Menina que Roubava Livros,Markus Zusak,/DISPONIVEL
690,Origens,James Frey,/DISPONIVEL
691,Quem é Você; Alasca?,John Green,/DISPONIVEL
692,O Teorema Katherine,John Green,/DISPONIVEL
693,Percy Jackson E Os Olimpianos,Rick Riordan,/DISPONIVEL
694,Tempos Extremos ,Miriam Leitão,/DISPONIVEL
695,O Rei de Amarelo,Robert W. Chambers,/DISPONIVEL
696,Cidades de Papel,John Green,/DISPONIVEL
697,Não sou uma dessas,Lena Dunhan,/DISPONIVEL
698,Crescendo,Becca Fitzpatrick,/DISPONIVEL
699,DE VOLTA A PARADISE,Pittacus Lore,/DISPONIVEL
700,Queria ver você feliz,Adriana Falcão ,/DISPONIVEL
701,O Grande Irmão,Lionel Shriver,/DISPONIVEL
702,O capital no século XXI,Thomas Piketty,/DISPONIVEL
703,Cinquenta Tons Mais Escuros,E.L. James,/DISPONIVEL
704,Destrua Este Diário. Silvertape,Keri Smith,/DISPONIVEL
705,A Casa de Hades,Rick Riordan,/DISPONIVEL
706,Garota Exemplar,Gillian Flynn,/DISPONIVEL
707,O Código Bro,Barney Stinson,/DISPONIVEL
708,Não se apega não,Isabela Freitas,/DISPONIVEL
709,A Ditadura Envergonhada,Elio Gaspari,/DISPONIVEL
710,A Ditadura Derrotada,Elio Gaspari,/DISPONIVEL
711,A Ditadura Encurralada,Elio Gaspari,/DISPONIVEL
712,Max Perkins; um editor de gênios,A. Scott Berg,/DISPONIVEL
713,Para todos os garotos que já amei,Jenny Han,/DISPONIVEL
714,O Mar de Monstros: Graphic Novel,Rick Riordan,/DISPONIVEL
715,Como Roubar A Espada de Um Dragão,Cressida Cowell,/DISPONIVEL
716,Os Diários do Semideus,Rick Riordan,/DISPONIVEL
717,Pandemônio ,Lauren Oliver,/DISPONIVEL
718,Finale,Becca Fitzpatrick,/DISPONIVEL
719,Tempestade de Fogo,Andrew Lane,/DISPONIVEL
720,A Culpa é das Estrelas,John Green,/DISPONIVEL
721,A Casa de Hades,Rick Riordan,/DISPONIVEL
722,Um Mundo; Uma Escola,Salman Khan,/DISPONIVEL
723,Muncle Trogg e o Burro Voador,Janet Foxley,/DISPONIVEL
724,Vida Após a Morte,Damien Echols,/DISPONIVEL
725,A Torre Invisível,Nils Johnson-Shelton,/DISPONIVEL
726,O Fio,Victoria Hislop,/DISPONIVEL
727,No Escuro,Elizabeth Haynes,/DISPONIVEL
728,Garota Exemplar,Gillian Flynn,/DISPONIVEL
729,A Evolução de Bruno Littlemore,Benjamin Hale,/DISPONIVEL
730,O Diário de Helga,Helga Weiss,/DISPONIVEL
731,A Queda dos Cinco,Pittacus Lore,/DISPONIVEL
732,Comandante,Rory Carroll,/DISPONIVEL
733,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL
734,A Síndrome E,Franck Thilliez,/DISPONIVEL
735,Guia de Uma Ciclista em Kashgar,Suzanne Joinson,/DISPONIVEL
736,O Filho de Sobek,Rick Riordan,/DISPONIVEL
737,Bel Canto,Ann Patchett,/DISPONIVEL
738,Kings of Cool,Don Winslow,/DISPONIVEL
739,O Oceano no Fim do Caminho,Neil Gaiman,/DISPONIVEL
740,Vovó Vigarista ,David Walliams,/DISPONIVEL
741,No Coração do Mar,Charlotte Rogan,/DISPONIVEL
742,Um Herói Para WondLa,Tony DiTerlizzi,/DISPONIVEL
743,O Substituto,David Nicholls,/DISPONIVEL
744,Bling Ring,Nancy Jo Sales,/DISPONIVEL
745,Cidades de Papel,John Green,/DISPONIVEL
746,Sal,Letícia Wierzchowski,/DISPONIVEL
747,Por Que o Mundo Existe?,Jim Holt,/DISPONIVEL
748,Vidas Provisórias,Edney Silvestre,/DISPONIVEL
749,Perdão; Leonard Peacock,Matthew Quick,/DISPONIVEL
750,A Nova Era Digital ,Eric Schmidt,/DISPONIVEL
751,Dias de Sangue e Estrelas,Laini Taylor,/DISPONIVEL
752,Aqueles Tempos,Edney Silvestre,/DISPONIVEL
753,Extraordinário,R. J. Palacio,/DISPONIVEL
754,Na Ilha,Tracey Garvis Graves,/DISPONIVEL
755,Os Arquivos Perdidos: Os Últimos Dias de Lorien,Pittacus Lore,/DISPONIVEL
756,10 Bilhões,Stephen Emmott,/DISPONIVEL
757,Círculo,Mats Strandberg,/DISPONIVEL
758,A Caçada,Andrew Fukuda,/DISPONIVEL
759,Minha Breve História,Stephen Hawking,/DISPONIVEL
760,A Arte do Jogo,Chad Harbach,/DISPONIVEL
761,O Jantar,Herman Koch,/DISPONIVEL
762,Destrua Este Diário,Keri Smith,/DISPONIVEL
763,Eu Me Chamo Antônio,Pedro Gabriel,/DISPONIVEL
764,Grande Irmão,Lionel Shriver,/DISPONIVEL
765,O Mundo do Exterminador,Orson Scott Card,/DISPONIVEL
766,Os Arquivos Perdidos: Os Esquecidos,Pittacus Lore,/DISPONIVEL
767,A Menina que Roubava Livros,Markus Zusak,/DISPONIVEL
768,O Lado Bom da Vida,Matthew Quick,/DISPONIVEL
769,Box Crepúsculo,Stephenie Meyer,/DISPONIVEL
770,O Filho de Sobek,Rick Riordan,/DISPONIVEL
771,O Lado Bom da Vida,Matthew Quick,/DISPONIVEL
772,Sussurro,Becca Fitzpatrick,/DISPONIVEL
773,Para sempre,Alyson Noël,/DISPONIVEL
774,A Nova Era Digital ,Eric Schmidt,/DISPONIVEL
775,Finale,Becca Fitzpatrick,/DISPONIVEL
776,Infinito,Alyson Noël,/DISPONIVEL
777,Como eu era antes de você,Jojo Moyes,/DISPONIVEL
778,Amanhecer,Stephenie Meyer,/DISPONIVEL
779,Extraordinário,R. J. Palacio,/DISPONIVEL
780,No escuro,Elizabeth Haynes,/DISPONIVEL
781,Minha breve história,Stephen Hawking,/DISPONIVEL
782,Como Eu Era Antes de Você,Jojo Moyes,/DISPONIVEL
783,Perdão; Leonard Peacock,Matthew Quick,/DISPONIVEL
784,Por Que o Mundo Existe?,Jim Holt,/DISPONIVEL
785,O jantar,Herman Koch,/DISPONIVEL
786,Um mundo; uma escola,Salman Khan,/DISPONIVEL
787,Silêncio,Becca Fitzpatrick,/DISPONIVEL
788,O Filho de Netuno,Rick Riordan,/DISPONIVEL
789,Como partir o coração de um dragão,Cressida Cowell,/DISPONIVEL
790,A Ascensão dos Nove,Pittacus Lore,/DISPONIVEL
791,Sexo na Lua,Ben Mezrich,/DISPONIVEL
792,A Visita Cruel do Tempo,Jennifer Egan,/DISPONIVEL
793,A Sombra da Serpente,Rick Riordan,/DISPONIVEL
794,Precisamos Falar Sobre o Kevin,Lionel Shriver,/DISPONIVEL
795,Os Arquivos Perdidos: Os Legados da Número Seis,Pittacus Lore,/DISPONIVEL
796,Como treinar o seu viking,Cressida Cowell,/DISPONIVEL
797,Muncle Trogg: O menor gigante do mundo,Janet Foxley,/DISPONIVEL
798,Delírio,Lauren Oliver,/DISPONIVEL
799,Mathilda Savitch,Victor Lodato,/DISPONIVEL
800,Filho Teu Não Foge à Luta,Fellipe Awi,/DISPONIVEL
801,Fuga do Campo 14,Blaine Harden,/DISPONIVEL
802,Deslembrança,Cat Patrick,/DISPONIVEL
803,Em busca de WondLa,Tony DiTerlizzi,/DISPONIVEL
804,Memórias de um Vendedor de Mulheres, Giorgio Faletti ,/DISPONIVEL
805,No Jardim das Feras,Erik Larson,/DISPONIVEL
806,Tempo é Dinheiro,Lionel Shriver,/DISPONIVEL
807,O Torreão,Jennifer Egan,/DISPONIVEL
808,Caminhos de Sangue,Moira Young,/DISPONIVEL
809,Vaclav & Lena,Haley Tanner,/DISPONIVEL
810,Cinquenta Tons de Cinza,E.L. James,/DISPONIVEL
811,Cinquenta Tons Mais Escuros,E.L. James,/DISPONIVEL
812,Cinquenta Tons de Liberdade,E.L. James,/DISPONIVEL
813,Gelo Negro,Andrew Lane,/DISPONIVEL
814,Abraham Lincoln, Seth Grahame-Smith,/DISPONIVEL
815,Predestinados,Josephine Angelini,/DISPONIVEL
816,O Segundo Suspiro,Philippe Pozzo di Borgo,/DISPONIVEL
817,Óculos; aparelho e rockn'roll,Meg Haston,/DISPONIVEL
818,Tão Mais Bonita,Cara Hoffman,/DISPONIVEL
819,Os deixados para trás,Tom Perrotta,/DISPONIVEL
820,Os deixados para trás,Tom Perrotta,/DISPONIVEL
821,Invisíveis ,Stef Penney,/DISPONIVEL
822,Murmúrio,Alyson Noël,/DISPONIVEL
823,A Arte de Viajar,Alain de Botton,/DISPONIVEL
824,4 horas para o corpo,Timothy Ferriss,/DISPONIVEL
825,Homem-Máquina ,Max Barry,/DISPONIVEL
826,Caixa Preta,Jennifer Egan,/DISPONIVEL
827,O Circo da Noite,Erin Morgenstern,/DISPONIVEL
828,Selvagens,Don Winslow,/DISPONIVEL
829,Feita de Fumaça e Osso,Laini Taylor,/DISPONIVEL
830,Argo,Antonio Mendez,/DISPONIVEL
831,Floresta dos Corvos,Andrew Peters,/DISPONIVEL
832,Os Arquivos Perdidos: Os Legados do Número Nove,Pittacus Lore,/DISPONIVEL
833,Estado de Graça,Ann Patchett,/DISPONIVEL
834,Guerra e Spray,Banksy,/DISPONIVEL
835,Lady Almina e a verdadeira Downton Abbey,Condessa de Carnarvon,/DISPONIVEL
836,O Colapso de Tudo ,John Casti,/DISPONIVEL
837,Paris versus New York,Vahram Muratyan,/DISPONIVEL
838,Inferno,Max Hastings,/DISPONIVEL
839,O Pesadelo,Lars Kepler,/DISPONIVEL
840,Noite Infeliz , Seth Grahame-Smith,/DISPONIVEL
841,MUNDO DE DOWNTON ABBEY; O ,Jessica Fellowes,/DISPONIVEL
842,Um Dia,David Nicholls,/DISPONIVEL
843,Box Trilogia Cinquenta Tons de Cinza,E.L. James,/DISPONIVEL
844,Mal intencionados,Geyme,/DISPONIVEL
845,Delírio ,Lauren Oliver,/DISPONIVEL
846,Os Deixados Para Trás - Capa Azul,Tom Perrotta,/DISPONIVEL
847,Selvagens,Don Winslow,/DISPONIVEL
848,Argo,Antonio Mendez,/DISPONIVEL
849,Antes que eu vá,Lauren Oliver,/DISPONIVEL
850,Inferno: O mundo em guerra 1939-1945,Max Hastings,/DISPONIVEL
851,Inferno: O mundo em guerra 1939-1945,Max Hastings,/DISPONIVEL
852,Amanhecer - Série Crepúsculo. Parte 2. Livro 4,Stephenie Meyer,/DISPONIVEL
853,Cinquenta tons mais escuros,E.L. James,/DISPONIVEL
854,Cinquenta Tons de Liberdade,E.L. James,/DISPONIVEL
855,A culpa é das estrelas,John Green,/DISPONIVEL
856,Por favor cuide da mamãe,Shin Kyung-Sook,/DISPONIVEL
857,A Sombra da Serpente,Rick Riordan,/DISPONIVEL
858,Shantaram,Gregory David Roberts,/DISPONIVEL
859,Crescendo ,Becca Fitzpatrick,/DISPONIVEL
860,Chama Negra,Alyson Noël,/DISPONIVEL
861,Eu Sou o Número Quatro,Pittacus Lore,/DISPONIVEL
862,O Efeito Facebook,David Kirkpatrick,/DISPONIVEL
863,Eu sou Deus, Giorgio Faletti ,/DISPONIVEL
864,Razão e Sensibilidade e Monstros Marinhos,Jane Austen,/DISPONIVEL
865,Como mudar uma história de dragão,Cressida Cowell,/DISPONIVEL
866,Era Uma Vez Um Corredor,John L. Parker Jr.,/DISPONIVEL
867,Grito de Guerra da Mãe-Tigre,Amy Chua,/DISPONIVEL
868,Como os mercados quebram,John Cassidy,/DISPONIVEL
869,Crepúsculo: Guia Oficial Ilustrado da Série (The twilight saga: the official illustrated guide),Stephenie Meyer,/DISPONIVEL
870,Lonely Hearts Club,Elizabeth Eulberg,/DISPONIVEL
871,Como governar o mundo,Parag Khanna,/DISPONIVEL
872,Radiante,Alyson Noël,/DISPONIVEL
873,Os Ladrões de Cisne,Elizabeth Kostova,/DISPONIVEL
874,Guia do herói para vencer dragões mortais,Cressida Cowell,/DISPONIVEL
